is_nine,pred_prob,f_1
FALSE,0.206,783.4672046
FALSE,0.236,-850.9713668
TRUE,0.252,243.1440239
TRUE,0.247,822.1598095
FALSE,0.211,1065.154058
FALSE,0.252,-686.6399768
FALSE,0.297,907.736383
TRUE,0.295,1166.158863
TRUE,0.251,900.2585453
TRUE,0.222,187.169514
FALSE,0.252,-477.065881
FALSE,0.341,519.4015313
TRUE,0.344,366.4897417
TRUE,0.382,951.5985861
FALSE,0.306,-974.1639636
TRUE,0.34,-381.4631008
FALSE,0.307,598.0694242
TRUE,0.356,558.9554891
FALSE,0.373,1028.953075
FALSE,0.388,805.2847852
TRUE,0.363,519.6109093
FALSE,0.383,-264.2891383
TRUE,0.328,-108.9181197
TRUE,0.391,611.394765
FALSE,0.334,12.52553357
FALSE,0.36,212.8667357
FALSE,0.307,-264.3261239
FALSE,0.342,-538.16296
FALSE,0.391,-893.3792478
TRUE,0.319,-10.9647778
FALSE,0.367,-361.0799333
FALSE,0.345,1355.474671
FALSE,0.307,-609.4625003
TRUE,0.364,-345.7410773
FALSE,0.351,-413.8873906
FALSE,0.305,-787.5305894
FALSE,0.388,532.0479294
FALSE,0.307,973.3164707
FALSE,0.355,603.4709832
TRUE,0.303,-566.6375867
TRUE,0.348,291.4827411
FALSE,0.382,-1103.497623
TRUE,0.394,-349.8669659
FALSE,0.354,-1000.547229
FALSE,0.333,-1019.562213
FALSE,0.332,217.6864461
FALSE,0.37,-197.1931985
FALSE,0.322,-536.0817498
FALSE,0.389,-39.96255804
TRUE,0.382,-577.0404974
TRUE,0.304,503.7008683
FALSE,0.349,139.7376894
FALSE,0.358,-72.13472663
FALSE,0.353,-563.8521333
FALSE,0.366,-672.7912137
FALSE,0.303,522.8403626
TRUE,0.4,165.7797791
TRUE,0.349,380.3772024
FALSE,0.323,-505.1854345
FALSE,0.309,-717.7364136
TRUE,0.382,1055.829057
FALSE,0.402,1058.91808
FALSE,0.43,-581.3023024
TRUE,0.439,590.4269816
TRUE,0.448,230.9163527
FALSE,0.442,-475.1092335
FALSE,0.46,-89.1142346
FALSE,0.435,-179.0565461
TRUE,0.416,-970.5679208
FALSE,0.488,1067.948129
TRUE,0.468,758.2114089
TRUE,0.468,-498.7124218
FALSE,0.475,-18.91635217
FALSE,0.484,-14.80062741
FALSE,0.463,1239.522422
TRUE,0.42,655.4011594
TRUE,0.467,219.8655214
TRUE,0.47,133.6201036
FALSE,0.479,5.775586298
FALSE,0.401,-949.5869861
FALSE,0.416,1286.071236
FALSE,0.462,-514.6742915
TRUE,0.403,159.289524
TRUE,0.45,-931.1218122
TRUE,0.446,-768.5514284
TRUE,0.435,-487.9636942
FALSE,0.468,-543.3319492
FALSE,0.423,-493.8889304
FALSE,0.419,218.1381717
TRUE,0.485,-501.0462712
FALSE,0.417,1014.54921
FALSE,0.42,-1124.781739
FALSE,0.482,-362.6692716
FALSE,0.458,-1085.684328
FALSE,0.426,-77.01964389
FALSE,0.487,1063.060582
FALSE,0.423,832.4169246
FALSE,0.471,-1090.882753
FALSE,0.432,-401.4942649
FALSE,0.415,-622.3354099
FALSE,0.457,-1066.392043
FALSE,0.492,107.0131655
TRUE,0.4,-512.2129983
TRUE,0.454,-702.434611
FALSE,0.488,1249.951875
FALSE,0.423,-172.7867771
FALSE,0.45,-992.2861324
FALSE,0.411,-392.8731344
FALSE,0.438,-591.8945233
TRUE,0.427,257.491691
TRUE,0.401,-306.3673579
TRUE,0.512,-119.9030142
TRUE,0.596,-115.2978479
TRUE,0.573,603.1364763
TRUE,0.543,968.7248042
TRUE,0.599,783.850408
FALSE,0.569,-209.1126409
TRUE,0.593,365.9220444
TRUE,0.576,100.7816244
TRUE,0.554,-557.8485579
TRUE,0.51,1089.345587
TRUE,0.527,885.4306222
TRUE,0.556,1552.118349
TRUE,0.571,140.8945883
TRUE,0.541,-878.1972784
FALSE,0.519,-386.9759319
TRUE,0.563,-859.4630845
TRUE,0.6,785.4911557
FALSE,0.581,1019.774377
TRUE,0.598,-869.5985513
FALSE,0.577,-196.6102447
FALSE,0.595,-644.1886042
TRUE,0.545,334.3025458
FALSE,0.572,-1089.129566
FALSE,0.556,3.132060302
TRUE,0.557,843.0807743
FALSE,0.567,391.3459872
TRUE,0.54,168.0358066
TRUE,0.504,641.8366681
TRUE,0.546,263.2798727
FALSE,0.537,637.353797
TRUE,0.558,332.8085505
TRUE,0.561,28.27621181
TRUE,0.589,-390.4283
TRUE,0.573,802.6572176
TRUE,0.555,-1007.1927
FALSE,0.565,-957.0970502
FALSE,0.526,-888.0214235
FALSE,0.528,-681.7350282
TRUE,0.586,114.7142437
FALSE,0.554,-1210.42974
TRUE,0.561,-989.0267773
FALSE,0.579,-798.3898761
TRUE,0.549,-681.8658067
TRUE,0.53,9.733595218
TRUE,0.525,-756.5533677
FALSE,0.531,-700.8627347
FALSE,0.521,164.1287412
TRUE,0.592,760.7836488
TRUE,0.502,688.3989185
TRUE,0.534,836.334788
FALSE,0.604,765.5724704
TRUE,0.613,311.1377299
TRUE,0.615,-165.586007
TRUE,0.635,265.8977412
FALSE,0.677,498.9176622
FALSE,0.648,735.3992379
TRUE,0.65,-262.4340101
TRUE,0.637,-82.27987723
TRUE,0.678,281.7917536
FALSE,0.674,-680.5166853
TRUE,0.6,961.6450683
TRUE,0.691,63.96274467
TRUE,0.621,-883.4969841
TRUE,0.64,1476.656151
TRUE,0.65,-519.8189422
TRUE,0.692,-75.7750079
FALSE,0.7,433.9065146
FALSE,0.677,-913.3270318
TRUE,0.635,349.8464167
TRUE,0.696,-944.7422748
FALSE,0.604,-124.7292568
TRUE,0.648,-504.0915463
FALSE,0.61,1293.315774
TRUE,0.643,-1226.486663
FALSE,0.699,-728.0329898
FALSE,0.626,-770.5785779
TRUE,0.63,338.768799
FALSE,0.656,-1039.678896
TRUE,0.612,-1144.864635
TRUE,0.632,-121.2295942
FALSE,0.608,-1013.849135
TRUE,0.658,-600.0972892
FALSE,0.621,-311.9004427
TRUE,0.687,748.1525056
TRUE,0.667,-1190.389861
FALSE,0.62,-994.7125037
TRUE,0.63,-926.3817135
TRUE,0.676,8.270595944
TRUE,0.698,598.7032222
TRUE,0.656,301.9219498
TRUE,0.636,-629.061902
TRUE,0.695,-189.1279035
FALSE,0.668,-371.0580887
TRUE,0.679,99.29616258
FALSE,0.664,-321.7453463
TRUE,0.672,661.9919958
TRUE,0.657,412.350425
TRUE,0.682,1019.016117
FALSE,0.646,532.9875585
FALSE,0.615,95.05347364
TRUE,0.792,164.5703348
TRUE,0.777,350.7515301
TRUE,0.728,72.69656646
TRUE,0.723,-492.5201875
TRUE,0.768,476.656262
TRUE,0.763,530.7927226
TRUE,0.792,638.3347543
TRUE,0.795,-200.997658
TRUE,0.759,56.15344598
TRUE,0.729,-15.46823693
TRUE,0.754,-729.4811342
TRUE,0.791,1082.724124
TRUE,0.721,-415.9105291
TRUE,0.797,648.4391102
TRUE,0.762,-803.2960657
TRUE,0.787,-567.9131955
TRUE,0.8,-969.5828132
FALSE,0.756,327.2652637
FALSE,0.73,559.6013997
TRUE,0.71,393.7491978
TRUE,0.713,759.1716395
TRUE,0.795,492.0624606
TRUE,0.79,-383.6502682
TRUE,0.746,18.80273412
TRUE,0.706,81.97766521
TRUE,0.766,-716.4780362
TRUE,0.766,-325.0619975
TRUE,0.773,-3.790135272
TRUE,0.761,-311.2513471
FALSE,0.76,-411.4325088
TRUE,0.738,683.6013731
FALSE,0.73,-1256.308606
FALSE,0.789,-860.2611363
TRUE,0.777,-445.6685291
TRUE,0.798,547.0026806
TRUE,0.748,-451.3109609
TRUE,0.713,-648.7438786
TRUE,0.71,536.8828007
TRUE,0.71,428.1734931
TRUE,0.788,-870.529339
FALSE,0.723,-170.6002292
TRUE,0.772,-505.514309
FALSE,0.746,-704.131475
TRUE,0.794,265.6676141
FALSE,0.71,-839.7189835
TRUE,0.775,-5.28934378
FALSE,0.701,-614.039739
TRUE,0.771,-130.5769491
FALSE,0.731,-1066.497301
TRUE,0.775,211.7887851
TRUE,0.881,408.4465255
TRUE,0.875,1080.100669
TRUE,0.868,702.0778746
TRUE,0.814,493.0376746
TRUE,0.852,-450.6014864
TRUE,0.878,-40.58681601
TRUE,0.898,939.0582811
TRUE,0.825,896.5904143
TRUE,0.822,359.7310777
TRUE,0.867,-755.4564409
TRUE,0.803,381.3329554
FALSE,0.849,-733.705304
TRUE,0.856,-12.52685098
TRUE,0.838,-549.0072003
TRUE,0.827,228.0870787
TRUE,0.816,103.393172
TRUE,0.874,875.1612696
TRUE,0.843,678.7745572
TRUE,0.858,184.6567997
TRUE,0.851,284.9237585
TRUE,0.833,649.4459861
TRUE,0.82,985.7780668
TRUE,0.893,-12.09618003
TRUE,0.851,-655.2134555
TRUE,0.883,57.23342362
TRUE,0.875,492.4559391
TRUE,0.886,125.9152312
TRUE,0.897,684.5865535
TRUE,0.815,-568.0581061
TRUE,0.867,69.38452685
TRUE,0.859,140.6705134
TRUE,0.865,-407.7738701
TRUE,0.859,-839.6796918
TRUE,0.878,-988.9391253
TRUE,0.892,361.2207729
TRUE,0.81,496.051946
TRUE,0.883,202.4572945
FALSE,0.892,-710.470573
FALSE,0.824,882.1934407
TRUE,0.889,-383.7472764
TRUE,0.832,577.6474357
TRUE,0.864,-1218.299737
TRUE,0.883,-1025.136875
TRUE,0.885,-532.7043082
TRUE,0.85,-194.371304
FALSE,0.815,-891.5698204
TRUE,0.882,-505.1125514
TRUE,0.89,593.357139
TRUE,0.814,845.0847828
TRUE,0.841,618.2168503
TRUE,0.986,-856.9476204
TRUE,0.991,382.4159538
TRUE,0.999,-664.3099081
TRUE,1,459.1823843
TRUE,1,-341.3657537
TRUE,1,-108.5634094
TRUE,0.963,234.9693586
TRUE,0.998,553.4891947
TRUE,0.986,655.5850084
TRUE,0.97,7.833073786
TRUE,1,700.6036144
TRUE,1,-871.8266104
TRUE,0.933,-16.02151011
TRUE,1,-573.2656283
TRUE,0.994,703.1503286
TRUE,0.994,474.8289387
TRUE,0.999,-124.7627873
TRUE,0.979,492.1788478
TRUE,0.997,-901.7356275
TRUE,0.998,498.4598483
TRUE,1,490.8346796
TRUE,0.998,229.3163406
TRUE,1,532.0580674
TRUE,0.989,247.3537675
TRUE,0.995,-240.9583674
TRUE,0.999,-84.42309749
TRUE,0.995,255.1550095
TRUE,1,-733.6552734
TRUE,0.998,124.1605281
TRUE,1,-32.0578633
TRUE,0.997,222.8597993
TRUE,0.995,-739.9976044
TRUE,0.998,700.2789384
TRUE,0.93,-790.1554522
TRUE,0.993,-91.31750099
TRUE,0.963,247.4725317
TRUE,1,-290.0811569
TRUE,0.945,96.76309955
TRUE,1,-475.8840432
TRUE,0.983,3.830997308
TRUE,0.997,277.8420286
TRUE,0.998,222.4291093
TRUE,1,210.5382367
TRUE,1,-963.5066159
TRUE,0.994,-832.6297571
TRUE,0.994,85.601877
TRUE,1,-177.9605305
TRUE,0.969,694.3165476
TRUE,1,201.7018305
TRUE,1,-62.48302159
