is_nine,pred_prob,f_1,f_2,f_3,f_4,f_5
FALSE,0.311,265.8779135,281.6682301,114.4519513,-885.6731065,-239.1256829
TRUE,0.358,-868.8595835,-311.9003256,291.5004147,553.9538206,53.93565552
TRUE,0.343,670.5928357,-370.910713,73.3566422,-1309.647395,171.4875484
FALSE,0.345,-420.1275616,-595.6896281,-340.2991137,-230.6237879,469.6041842
FALSE,0.367,-112.2672076,-45.09920936,-946.0512314,-316.8860218,-309.4438327
FALSE,0.319,230.888077,-379.4071036,53.46825935,38.39387088,-138.0225362
FALSE,0.383,-127.1657554,167.9604629,-338.2042612,-292.8941733,123.0222713
TRUE,0.318,974.0519725,95.06762556,-540.64238,253.3799651,-232.8970068
TRUE,0.351,-98.71631343,1158.126319,77.92436232,-175.9243637,-26.19429269
FALSE,0.349,562.1439886,481.2913431,41.36587068,-286.668003,-571.7719232
TRUE,0.338,-345.0980501,403.3821303,437.7427653,375.7900556,-640.4964965
TRUE,0.307,-1016.829675,182.929753,-236.3334312,8.230446254,144.3728253
TRUE,0.303,1052.81362,186.5199726,-813.4075869,-187.2686582,-424.858965
FALSE,0.365,1147.072252,552.807639,-337.0849205,-278.5664161,2.819578735
TRUE,0.357,-559.1297656,249.5689912,284.4971705,-360.1579004,-476.9752008
TRUE,0.37,-526.3294598,-775.7783677,-459.6212186,-286.9965724,-32.47971146
FALSE,0.311,266.3590511,-197.7299899,-400.4898318,604.9244076,-489.7539577
FALSE,0.392,-293.429457,-235.3317805,538.1875309,-153.4110046,246.8012777
TRUE,0.306,-266.5497167,-828.0070308,851.9067352,-129.2776528,-423.3162885
TRUE,0.305,-403.5757423,-829.2212528,535.0552019,346.0530678,-595.7357242
TRUE,0.374,-334.6339581,1161.726332,62.84097644,-546.9307643,11.31975278
FALSE,0.302,-926.3630969,565.2157483,27.84635695,-24.24364398,-25.15908545
FALSE,0.362,149.0226608,-158.1749836,258.9097572,-741.0589423,-555.423289
FALSE,0.303,-446.2544047,1060.20569,465.0398572,169.8565544,157.454354
FALSE,0.337,161.5715556,-1185.960007,-371.9478736,-654.0519605,19.4266862
FALSE,0.315,-324.981691,272.6432415,-758.022324,294.7396407,164.4955256
FALSE,0.347,132.4659154,-295.4864058,-12.55763132,-545.2938924,-1103.071185
FALSE,0.317,305.5632714,380.562861,-413.4531812,312.6915294,-213.8246336
FALSE,0.306,-182.8171653,7.513373266,-163.0035794,-103.4071433,1142.64803
TRUE,0.337,704.6706446,-617.3776722,-469.9520005,1315.75971,523.0148655
TRUE,0.348,298.5606693,126.6875947,-810.6970651,511.2912992,-376.9510005
FALSE,0.35,-330.5925993,396.42519,71.64067237,21.79161023,977.3690039
TRUE,0.394,-579.73575,-424.0952607,198.9597287,-431.705019,366.3036809
FALSE,0.375,-605.1568972,-382.8907684,238.6636305,-551.8509575,462.5718333
TRUE,0.329,-419.0530782,399.8243784,649.5210228,979.3256467,193.7662244
FALSE,0.37,362.6126755,885.154035,-104.1649945,-185.1149552,-521.391211
TRUE,0.354,143.2186653,1076.090866,-33.50769964,-122.8360643,113.4039646
TRUE,0.482,-414.1063638,192.5612449,645.4915429,-132.1697007,439.1814494
FALSE,0.458,361.6125315,835.277324,463.5808675,-378.3702222,-322.6589395
TRUE,0.428,-582.9990442,956.5908226,354.226394,416.6740036,-309.7537075
TRUE,0.403,492.3096135,-796.3633174,-703.0367288,-93.70619073,111.3133381
FALSE,0.486,186.2859604,-575.7753954,168.1556676,-406.6225568,120.0740249
TRUE,0.441,-416.0549519,-239.2279831,-305.1695034,-173.337312,67.31639936
FALSE,0.485,-847.5259847,-186.4855914,-223.7868367,-333.3617332,365.1783565
FALSE,0.483,-666.4011901,76.52850698,185.1441185,-278.3080873,-151.9241625
TRUE,0.431,-408.3445067,-1066.08876,643.2510877,-93.8512947,-703.5101956
FALSE,0.421,-750.7350914,226.4509009,-644.8024165,461.3123771,-155.9592202
TRUE,0.434,-139.2449427,-130.9843446,154.0103302,523.3453163,-814.76172
TRUE,0.433,408.3462393,520.0935541,-204.8058756,-412.9102926,-374.2618269
TRUE,0.457,39.3406186,1179.364464,-87.29502593,-378.2119785,40.77428842
FALSE,0.498,607.417072,970.6208098,687.6684136,56.30882119,116.0439492
TRUE,0.496,615.6424338,-390.7099232,-258.2963313,-593.4563004,198.6838542
TRUE,0.455,-199.2534686,1120.720773,229.030627,-485.6624495,-159.8031079
TRUE,0.485,-331.9374734,742.7122076,587.391117,505.2543106,-623.0658927
TRUE,0.499,-1099.730329,-96.11053966,-43.69042528,528.7173439,119.1698049
FALSE,0.493,-921.5019783,139.2147505,152.920963,253.140907,-428.1699797
TRUE,0.486,608.7097523,-318.0353721,303.0724963,-396.8825761,875.2633527
TRUE,0.46,592.2874661,-534.8234064,-642.989742,968.7300051,421.6753392
FALSE,0.42,952.8621266,634.9468231,965.9962239,-214.1307509,-625.2945923
FALSE,0.47,-193.4880916,138.2354009,-795.7603373,-439.7614055,-18.04090028
FALSE,0.454,-898.068949,35.10106634,-513.4538538,710.6774206,-84.85619383
TRUE,0.474,435.6094962,892.2565574,-21.13200619,-460.2200505,-378.5782664
TRUE,0.485,-255.1522638,-988.9106083,-72.95364552,453.025327,-621.3405336
FALSE,0.407,-223.2230667,-181.9036626,96.77682966,96.95251024,1149.139034
TRUE,0.479,-545.5535642,-429.4714633,295.3647527,-425.2006405,-224.7505732
TRUE,0.518,-327.5864677,-350.9361164,-956.3545466,540.5253843,454.4090448
TRUE,0.563,669.2505621,-698.3593575,-129.5971945,-1186.336776,219.6607793
TRUE,0.579,-354.7043391,-702.0799964,-33.16390977,-849.6587671,221.9855872
FALSE,0.512,19.88440908,-467.3801874,988.3148216,-238.7874023,-178.9254717
TRUE,0.509,717.4152048,-454.9956899,542.5512412,854.3934304,234.3135249
TRUE,0.508,7.464293623,149.918982,-866.4976412,913.8833219,20.55936952
FALSE,0.533,-465.9724668,-623.1498053,275.5247346,628.8778619,-197.230172
FALSE,0.538,-646.1946343,693.707805,-103.9010424,-198.6817784,174.7401552
TRUE,0.597,-289.0242559,988.6290484,112.9081945,-71.90447473,453.2846067
FALSE,0.522,177.0381514,818.7363871,-165.4226664,-21.22963185,529.8529675
TRUE,0.559,-51.9987897,-348.2585702,-655.9519215,750.4935883,89.41185202
FALSE,0.547,467.0836448,297.5840183,-278.7217501,-521.6102033,-311.3098781
TRUE,0.598,-164.9668545,-536.418253,-71.09697761,1643.102203,87.40341906
TRUE,0.514,-779.3354952,-415.3868483,-341.2719052,-419.9746612,-228.4321124
FALSE,0.526,228.4105751,-515.5380394,11.50502037,-157.5388913,-748.4810679
TRUE,0.521,1091.090077,-82.96308701,-101.6688887,-33.87147023,15.48504366
FALSE,0.512,29.25029573,388.2181534,199.7784039,-155.6592211,-39.34589712
FALSE,0.537,-622.8685714,267.8660433,230.8982541,106.4062859,-121.9155184
FALSE,0.506,1020.327714,839.3934289,702.5638796,500.0843174,-13.98137783
TRUE,0.517,-1092.560525,45.90506154,7.714118694,138.4638209,31.99961233
FALSE,0.579,791.566191,277.8717665,-118.2573989,-865.5595317,-399.8616352
FALSE,0.569,-228.9543875,331.317445,-300.2076105,-723.9680053,-29.16160441
TRUE,0.536,817.7656293,605.0044022,-356.6566507,-383.3858053,-45.72548213
TRUE,0.586,-251.1958706,460.4312517,-96.64481822,-239.755672,-335.4449194
TRUE,0.536,297.2326452,-795.7338296,43.66804014,-3.013756688,654.5508407
FALSE,0.53,383.5998141,-279.085711,250.8503779,-928.9471336,-653.2022357
TRUE,0.567,-747.8025258,-349.1830974,420.567114,890.9074779,-301.7366297
TRUE,0.502,958.5066458,1175.631149,391.4387482,195.8070289,-48.98320791
FALSE,0.56,418.0968826,945.7380307,-108.6855045,-79.45051738,-308.4558098
FALSE,0.575,1328.795839,261.0311397,-488.9502608,217.9604209,-208.8857541
TRUE,0.561,-21.2469983,-700.9909228,-43.97118736,726.1289087,-875.9834852
TRUE,0.69,303.7146188,-273.0635537,-982.217301,696.8108819,98.21230309
TRUE,0.627,418.3594613,-446.1519422,-486.5844674,1175.637412,557.7998137
FALSE,0.605,-297.1678519,-594.8894425,-28.52195017,127.2065915,345.6124991
TRUE,0.654,-396.1447558,-613.6064648,-222.0122992,523.6898189,284.0999684
FALSE,0.643,-626.5147348,-145.25684,355.8019231,216.3183208,-526.0203273
TRUE,0.698,671.6956356,-709.6198227,-687.6650587,-234.3632965,251.6548109
FALSE,0.692,-679.9855298,-1027.012013,322.3430011,714.9773162,-287.5490704
TRUE,0.699,-206.954369,-455.2070543,-190.45492,972.167089,266.5171257
FALSE,0.641,-623.948531,-1029.112451,-243.7502023,80.39330586,313.4855286
TRUE,0.699,-291.6414324,384.7107512,-378.7824215,112.2145509,88.89929723
FALSE,0.604,722.5102894,1146.420535,179.7562042,197.2149292,-329.1907742
FALSE,0.603,493.6456974,339.272747,-224.1880625,263.3588644,-705.9832119
TRUE,0.676,625.4446255,748.320627,-419.1939139,34.12820854,-566.3756676
TRUE,0.633,1203.488063,-669.8072623,-171.1257563,343.6130466,85.9671176
TRUE,0.603,395.8216223,-86.86807541,-1212.732591,86.00203001,19.19779998
FALSE,0.664,225.8806151,382.0231579,-341.9294134,29.90598136,-270.8878049
TRUE,0.67,-315.2308667,113.0029456,-228.4585282,627.5779557,-407.0033913
TRUE,0.641,-278.6425946,219.9197139,76.17048251,499.5913469,-409.1869524
FALSE,0.63,-260.2472634,-445.1689199,-356.5296159,-489.4535867,-653.5215803
TRUE,0.652,243.6365872,-599.0053652,1314.317994,-27.40293227,-253.5406684
TRUE,0.626,746.2738477,425.4538666,37.39753658,667.98029,-481.7959271
TRUE,0.636,-659.6989737,160.9049128,214.6636733,-470.24808,-175.1900997
TRUE,0.682,1003.389384,-1213.422281,-14.72233993,334.8757718,223.7022292
TRUE,0.62,151.0351758,-231.9333413,-47.35419999,-536.5276734,-752.4495844
FALSE,0.629,-834.8337753,-82.04498683,-226.8995678,247.4121164,-505.9714456
FALSE,0.638,282.1534525,-230.495464,-44.48112114,270.9839389,-218.5143764
FALSE,0.697,-157.4833588,-8.267178477,1070.334536,1159.151599,-727.95071
TRUE,0.694,-786.0608869,258.8153026,-228.289147,-323.6700109,-273.7644623
TRUE,0.671,-331.0829353,4.585754835,-1028.601486,505.4946604,178.6660561
TRUE,0.629,-573.0065957,-680.3534263,723.6524209,343.9259582,-99.74143612
TRUE,0.618,20.41375584,-33.60878873,202.1361714,-109.1357595,804.3155074
TRUE,0.734,-566.6994017,-683.5008856,-567.6831053,330.8074582,-14.35136213
TRUE,0.706,-600.5226608,-365.5245794,583.2938287,-810.2960676,604.1741383
TRUE,0.784,-881.4367461,-581.3975056,542.0329227,461.0816048,-382.853786
TRUE,0.781,1067.299714,118.0408829,-214.4914266,-572.0620533,209.1601037
TRUE,0.792,132.2485805,-575.2750582,-568.9138624,116.0979319,-119.9357438
TRUE,0.76,-675.2886392,602.6751015,440.9165878,23.10650403,217.5868605
TRUE,0.711,694.2660018,425.8975603,-381.0914459,-488.508742,470.5105788
TRUE,0.715,-579.6347191,-232.3032196,-793.1323862,-282.7956846,328.0610354
FALSE,0.747,252.9798481,972.9308649,3.372839879,-266.384705,144.9996317
FALSE,0.78,-734.1680552,417.0866144,59.11179918,-322.3515168,142.986182
TRUE,0.725,564.5076213,-505.913102,-507.1740148,-281.5040352,-276.6940498
TRUE,0.747,989.5992241,-171.8923054,44.60977411,-157.0401822,-184.0330093
FALSE,0.713,-154.2495228,832.247086,558.3034783,-464.9361074,-265.6857312
TRUE,0.777,75.07786509,-294.9355452,1489.096152,462.02429,-779.9865446
TRUE,0.701,-200.2118923,652.6506774,-61.69305094,178.9077111,-737.2352977
FALSE,0.752,-884.6091063,-722.1954775,426.3974444,182.2725719,-234.997197
TRUE,0.77,627.4530513,-349.2236949,-346.8531623,164.2761402,-669.0833583
TRUE,0.71,414.2405981,52.12279369,-571.2718847,-125.9583442,-459.4702599
TRUE,0.776,-225.5421063,116.9178297,104.0447684,-887.3378244,-814.8240622
TRUE,0.772,997.8252684,-208.0764508,-571.559914,-426.4158713,67.04483572
TRUE,0.706,-345.2333757,1297.039259,553.954811,-668.9821534,74.01525195
FALSE,0.789,647.6704246,-758.283304,-132.0055432,-912.0900273,-526.3887849
TRUE,0.781,-246.35825,759.3928154,156.9066379,116.0301445,-833.2834723
TRUE,0.743,912.8150434,-272.2450131,-453.95358,-83.61858942,63.68674155
TRUE,0.702,-614.6246498,416.6181578,425.9763043,416.429832,-339.5654967
FALSE,0.794,-875.3614429,462.6778023,166.2225984,9.627640184,109.6978
TRUE,0.789,-1108.214383,-340.679512,-559.4987762,242.2413317,108.021132
FALSE,0.8,-209.2063604,-158.545938,-872.6108336,239.5768315,-204.8374962
TRUE,0.743,82.45227496,-616.5465431,-511.5527172,747.9513248,348.3458901
TRUE,0.797,1159.799735,579.857436,235.6407044,377.7262117,-264.4103425
TRUE,0.766,1243.355994,139.8007527,-233.033233,-306.4859398,262.2397801
TRUE,0.786,-543.0138638,-787.3922086,217.1692958,410.147962,-566.0452956
FALSE,0.725,666.0892667,1039.847994,-274.0357611,-412.2114803,-241.7508341
TRUE,0.705,-311.2959922,-361.5216948,-991.79181,236.0394421,-170.7674335
TRUE,0.803,-480.9672501,770.1452017,349.9885535,-358.1620075,104.9111768
FALSE,0.893,115.6002527,875.0714569,374.1988622,-517.2854604,-467.8766849
TRUE,0.867,-746.7998486,-533.474978,-470.2599692,-249.0707289,266.1836572
TRUE,0.897,-304.4996733,784.1461437,187.4017348,-44.37856948,286.2497216
TRUE,0.821,491.7253738,-68.18692451,23.24767609,-6.675465343,183.0769293
TRUE,0.861,-454.1896354,1087.125503,313.5622816,160.2457419,213.0612033
FALSE,0.825,-319.1664611,570.3764323,375.3925865,-292.7896542,20.45624301
TRUE,0.86,-865.1545462,-164.7003737,-337.0779318,-40.04015464,104.7224194
TRUE,0.872,-354.9961179,-777.9355936,-615.7276598,-150.4963085,-180.0710315
FALSE,0.816,484.5239846,971.8169771,591.5103665,-263.9902191,-6.072074342
FALSE,0.82,108.9409839,425.5641682,201.4315956,-66.53848182,758.6254475
TRUE,0.884,273.2450097,-425.5042601,-622.8973151,-804.6716213,446.4001952
TRUE,0.883,-460.047384,-158.9234381,-772.7143645,-185.9949009,194.2341241
TRUE,0.886,563.9143042,-856.272785,799.3108404,-249.4804217,58.56347077
TRUE,0.845,379.7309971,585.704017,357.7288957,-177.3299048,-363.1368562
TRUE,0.897,847.4382148,-680.1418837,-338.1887668,122.8165086,-120.4107369
TRUE,0.864,1104.42383,163.7442487,-290.3655759,-689.9262934,-72.6726593
FALSE,0.877,1291.480676,1074.618562,987.2766653,510.7530783,-417.3173009
TRUE,0.853,756.7863333,382.5816749,-172.8475452,-507.0959637,-408.9555642
FALSE,0.856,1019.747254,-1000.786834,740.3237377,353.1026834,134.5273921
TRUE,0.889,-303.1008175,-416.0734629,607.7658106,-611.2821998,606.5933536
TRUE,0.893,-757.6476982,-768.529402,-327.6566823,-128.3353418,43.53516224
FALSE,0.809,270.4517283,-521.695562,28.62274468,-139.2749913,709.6394797
TRUE,0.832,-401.2739854,-294.7405758,-843.500536,344.8581016,-96.53720244
FALSE,0.842,319.7730931,-772.8409927,-390.2370017,145.0735755,-443.1390905
TRUE,0.836,-75.71357228,288.461835,1364.568226,197.4321163,-230.1872428
TRUE,0.858,177.7281304,-514.4557866,204.5328549,-109.369877,-815.5828105
TRUE,0.881,-665.5278518,658.3516097,80.50336888,843.1488981,-577.8724345
TRUE,0.852,-346.4006808,-706.837802,-114.4980091,-37.19101808,-361.8847302
TRUE,0.89,-649.1413352,203.2075908,-105.1395721,-129.5206976,-66.44031528
