is_nine,pred_prob,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50
FALSE,0,40.75364364,6.766664407,704.2024209,11.45494212,645.1135941,-106.1683026,279.7143742,620.0094489,-176.1730954,585.7509175,-381.9716419,640.1806495,270.7600608,-185.4424952,87.95443653,141.441067,463.9099204,117.7040175,77.06963751,-81.36053502,-246.5861114,-177.675677,353.0125424,-283.7067732,-13.92642506,-636.0937825,76.97407982,-121.282923,-438.5235005,101.9644964,-26.95304459,307.6961476,-238.1016764,-343.6885751,85.32308812,-275.1412145,261.472931,-154.2224523,-22.91300948,130.5164699,-135.032147,256.6049932,-39.24343535,149.3298066,-96.93321764,151.6487627,-70.54511049,-251.9135688,62.59110612,-137.6974669
FALSE,0,-34.75560949,775.5417419,-412.8736138,237.0471319,9.767400533,-402.1934278,-733.4488133,-413.160105,-127.3297399,326.9034114,-189.6262398,-23.02285958,32.30105626,-63.42872327,108.0086362,240.8549397,317.7647981,106.7215845,141.7055177,64.8638261,-106.1313162,119.2501889,29.10655192,-285.7703779,-353.7371833,-130.8205985,-134.073261,14.35442461,441.7306068,-207.8228211,-468.9496632,123.5233968,14.24523507,-64.9942717,-435.8172582,-26.30308677,-312.4168533,48.21169154,6.07960173,-57.84832351,-216.6071385,-27.45345166,-199.4360299,-58.33503209,-23.26511887,-117.7187851,5.543942879,-180.2311788,91.93702715,-81.64586344
FALSE,0,639.8504103,51.45900807,87.58652154,653.6111736,943.5890357,-219.3634351,-758.6927072,546.2548701,-405.0116566,-627.5906688,70.86374115,295.6572002,-181.5611544,-4.16884071,470.0597934,-153.5306273,-98.74152916,109.035889,-7.89024956,311.2877979,-296.966546,37.86171745,492.2127165,229.4630609,-29.37543717,30.39290584,44.50519757,211.2918351,-264.568966,34.10517119,-286.5900089,-120.5702628,-214.1033212,-326.9120847,-16.01681515,-244.7944171,351.3517804,99.50284957,115.3182946,49.64285703,-133.2777338,-207.2802103,-84.68963258,-114.8616896,-67.4354832,-169.4425471,37.34957125,-58.01265864,139.5182405,175.0995226
FALSE,0,-895.824826,-42.90336617,12.95524461,-443.7541367,-238.1565834,699.865657,-210.6154639,-278.6163276,154.9253153,137.7787129,-294.1228099,136.1966714,307.588126,77.0657778,131.2865485,-113.5339751,145.6557355,-13.89060322,-39.71911134,302.7961568,-130.8757587,107.0455963,-95.77415311,20.83161299,-322.5606026,46.1589311,127.5753684,193.1404395,48.72912459,-95.63299826,64.0381057,-3.532390426,78.29797999,4.725367417,13.61878236,101.8630236,35.83696461,-197.3663884,195.3094669,72.17950441,-100.2542825,200.889911,-9.635876297,26.07022252,40.79393408,-40.63272616,228.069899,27.39391286,-61.35766881,24.29749453
FALSE,0,-395.1365045,-387.1790215,100.5287407,-127.3688709,1049.8827,84.26089137,-225.0301028,290.4927606,-138.1235412,-264.3546684,275.6466221,393.0291412,-489.5078373,182.2538267,-591.019859,-523.4807557,-234.0720975,-202.5224032,-43.34584723,-89.49137397,187.661237,246.9286751,32.74457155,-500.8873684,-361.430415,-175.6175381,266.480725,292.0165908,7.105102042,-40.66525441,49.90901537,244.215822,246.2250301,-431.2569982,135.8747625,310.2728378,-66.06286484,-168.3001518,-191.7295133,-229.5912411,1.259025514,-17.61560173,116.473193,-96.70975774,-75.49200828,-299.4469738,-154.8949644,31.61012152,213.7472961,199.2034943
FALSE,0,-15.22351272,591.6760078,-540.4384728,581.6480478,370.1407435,-444.8049658,-182.3557236,40.14898972,-227.8843162,287.8336016,-217.6908503,-548.8697289,-47.2759444,302.8134329,235.8833888,175.6670758,498.510888,310.0223057,-168.2755446,-205.4991143,-191.9407984,273.545953,73.5333649,-238.1726052,-129.6110674,-66.73600503,149.1047654,461.3457939,129.4872936,239.4919229,1.222221778,-66.69020548,-8.069937342,-124.4949697,-77.94560287,-94.01223001,205.2918166,102.5634513,-306.2617188,15.25688854,-54.17019095,211.9267989,101.2251327,194.1272679,166.3607768,-149.6439715,-339.137944,35.77721803,-94.00703212,71.08098968
FALSE,0,-291.4338415,277.5719295,-426.5549506,891.1094158,519.6861418,281.8426358,-11.78063485,-561.9785141,642.36106,197.27946,-259.7196134,163.0676361,-519.1421014,-43.9195978,418.024243,382.4536894,-117.0467829,100.8860557,-433.4771192,226.1497946,-179.4263399,-45.44835969,-115.0398772,-1.881001975,231.5728679,-234.5603636,-68.77502016,57.05954891,440.4427483,3.871711638,-334.5213811,136.0147374,70.37704176,-149.5597456,-168.5220342,205.042446,-42.42146282,-229.1920455,230.2983996,70.84544862,-108.642118,-36.7066767,136.735722,29.18738003,62.37161124,109.0575194,-4.677739853,29.05496738,-4.904642292,175.9905831
FALSE,0,-655.1518658,105.1364785,944.0312712,309.6682243,561.3357763,-285.9450103,-2.577961762,-12.50167819,647.8426154,44.93603288,891.0470182,844.9827402,-230.8058643,-44.10785467,-332.2332227,-54.12055443,-22.95506337,-51.49755627,321.1894464,199.8493536,622.8986796,192.8701128,-418.9930033,-54.81223705,249.023553,209.6994035,46.05116366,281.5404561,-28.5638625,48.80783573,-90.6204294,-37.51331569,-229.3349416,-137.0154794,470.3587693,319.3591742,-294.9563711,350.3556044,-286.6065226,-99.50223058,22.99130139,-52.16830592,396.2261602,-43.25151864,62.0291727,-143.1642748,296.4590494,-156.9369013,73.8659452,-249.1899658
FALSE,0,-152.6593824,689.6379201,-374.6830196,-75.49042953,366.6607552,-557.4962919,-457.9040576,-218.5170081,-351.9777292,612.4209273,-316.5053258,-130.6874107,-214.2074992,-288.7113263,-203.4943177,-108.5286685,-93.0156201,228.0934606,-140.9202295,-129.930836,121.7040057,158.0816634,28.3620365,-5.161556276,24.95262755,-25.77904871,-57.96604459,155.3474686,208.9149215,-176.3319284,-208.4545269,435.537712,-75.30907898,-45.83569661,-113.0253447,-103.0625985,-27.02436727,153.2151482,-203.9030856,-120.0810267,-11.94187896,-161.777486,-444.4393818,-79.15675504,-207.4718769,-32.64864929,120.4325519,288.3691718,-120.8150831,-9.492128297
FALSE,0,-79.46617463,394.0375024,-300.6852369,150.54047,-387.3402699,-209.913119,-896.7715145,-672.2229205,67.46104252,62.04656817,10.51595216,728.1926262,460.2791323,-431.0626877,65.74030042,-289.4547757,-85.30374335,-348.2840225,-68.36729325,-59.13231441,21.62275582,-235.4614322,-172.5215513,-273.4705609,-250.8709324,-422.1576235,-30.13427365,-78.3524059,-270.2114162,-7.471776645,-229.2099025,-71.00298557,98.05570273,37.74278504,84.11862843,200.9023698,-106.2610819,-93.42233789,77.04302938,125.5168199,32.44402316,124.4571674,77.9018433,-117.2876633,-77.2257421,69.28708479,-15.50985298,-344.209497,62.17483124,139.8240915
FALSE,0,-133.3694874,129.5382578,660.1826379,-2.692036156,547.8312259,-23.9796597,-238.2778068,-14.06785294,-406.2568908,27.79762731,-360.299473,-104.3045134,-323.290376,-557.1484695,-564.1985926,179.4196991,187.234921,761.9805728,185.0925157,18.87439546,43.66234658,-80.17842678,-582.3383694,269.4707578,118.5421584,-82.52336804,-168.3252009,-147.5768349,-92.99164414,-98.63049691,-358.4416788,-150.1104104,-70.47320164,180.5743763,-118.2285682,28.84249404,-76.26374939,30.63695935,-172.3907473,-240.4880716,79.91372807,-29.32511473,17.56318298,-130.7521791,165.2151643,-76.43026633,87.26631645,-35.6732256,-187.7124446,-126.211946
FALSE,0,-285.6644554,321.7861157,251.6343055,314.6316305,308.7707936,-127.3218844,473.5437661,380.4424148,-260.9763246,799.7974843,-523.1216572,381.2837716,406.1639257,86.87255684,151.9133638,247.857628,164.3973784,42.83918901,-120.6840746,275.0917631,384.3059608,288.9570586,194.3950232,-87.46797521,410.8482928,-76.33616608,318.8064643,-65.3795827,-163.5252494,-494.9820251,-139.2402,-43.17408932,-131.7394366,-177.7175365,-202.3239738,205.5629191,210.3971881,-287.9702246,-48.07037271,274.2560568,-129.721669,103.3033703,-151.0158017,115.8375464,-15.08480591,8.258485714,-197.9442724,156.7092136,-6.744404043,232.5777596
FALSE,0,70.35086346,41.33908411,-233.3500491,-9.507252397,256.9465246,605.6101485,-780.4791525,-153.7913866,71.20147534,-146.8872775,-429.233117,-576.3453138,-15.87858728,-291.2091156,-226.6416288,188.9863238,102.2357049,-288.2189297,556.7604011,-405.5818663,39.7185307,-83.79866983,7.183459182,-68.23144283,320.5916812,301.0400698,-97.19341752,-359.3175147,352.0804176,-48.71206685,-25.33685798,-172.4266318,-175.7704951,22.63379033,95.84497714,-36.61018769,23.94613427,281.4569888,-70.39190406,109.5386221,41.4156167,29.11719246,-140.1736679,134.3846974,-78.62104286,448.1503823,-186.3679512,-218.5281076,15.11467017,73.51255882
FALSE,0,-532.5483635,604.2110006,-302.2299424,135.5962684,261.2677956,-314.6066376,-74.12909588,40.76998214,-549.681985,434.5658677,-380.7264298,-203.7934479,-218.9759603,426.8041299,-36.21140687,-153.8104631,-214.5711264,168.9269185,-86.36446163,-565.7429767,-63.15087705,-174.5740323,103.7060616,-248.4221679,150.8431959,-235.3041115,50.26886854,79.72515418,-72.46307833,107.9625027,-247.074224,110.6703545,-88.40832861,-7.352970508,38.90053447,-91.40233649,41.93686829,95.58307658,-161.5869343,31.13727994,78.45237711,66.34062116,2.713573485,206.666107,142.1134405,41.24300986,13.60452274,228.9381407,145.1277118,84.69127556
FALSE,0,1501.472883,-324.7255727,482.8822468,1063.766269,406.0393639,518.4190035,-41.27624945,465.0534492,-516.9367135,104.2979644,-537.4631225,644.2302883,419.465566,224.1983115,393.4996433,-157.2470835,-158.3896258,-246.6880408,-234.5041497,-451.137083,453.9672998,129.8219016,84.46574675,139.6741246,-4.13804408,-36.63317785,-12.7587915,-168.4034177,144.9568721,235.2217214,124.4763516,-103.406266,-90.01334051,118.2874405,-228.7354293,-53.50103849,-237.4722703,77.43373138,274.1310539,-373.7244227,-113.7531087,47.96273508,-83.60173615,15.81195695,-164.9344014,127.6650166,-74.67855516,175.0085629,-166.6567671,-307.2338637
FALSE,0,-457.2599983,622.2066838,-449.6902508,405.3588171,414.9335192,-111.9824946,-271.9258668,-266.5964813,-293.3416642,255.6423028,89.91411743,62.9250529,-822.3385567,56.01583348,169.9236303,541.0076002,-252.9945021,128.1688687,-210.2285501,-121.7647641,-100.4420421,28.7945581,-3.714340723,-77.95866027,159.4635595,-8.956034684,-174.7650057,83.53863592,-170.9585623,-256.8304416,341.8075801,-123.3909865,30.652804,82.70952148,-45.72554377,171.1642431,-110.4210679,-113.1648915,-272.7528023,-319.7135903,71.05662399,-56.54008877,364.3627574,-104.0296508,-153.0191899,216.4133992,44.43622507,52.83696009,-76.02320157,86.1655262
FALSE,0,241.023236,796.9338333,-337.4523518,413.1756249,469.6389232,-364.8742927,-468.9455824,-157.7566588,-611.0742525,351.293739,-51.43461688,-614.5485252,36.85976503,-133.2344036,-414.5199761,40.43906114,245.8951272,304.8919063,-83.86670801,235.5388398,-161.0121242,-180.9083602,248.4377116,-306.6552502,9.173121449,-24.38127786,-214.6308227,176.6161673,348.5515642,-54.22064261,-4.354321687,-91.32234943,-143.9280681,-103.6936753,-11.31313755,9.204573901,33.32787574,162.5835393,-56.81017246,-167.1170874,-11.4841758,333.4511994,66.77370522,73.11266271,-211.5269926,136.443528,172.1043375,84.40867856,30.54540853,51.41256787
FALSE,0,810.9869901,-522.1430261,267.1392984,568.122754,841.6697502,-425.9542929,-756.1354647,-141.5239991,-22.99212367,-667.0263945,-96.73456082,238.2630804,-184.4710553,-59.67666782,297.3571569,267.3720564,46.12172981,245.4669873,46.85519144,337.6329065,95.32066043,-199.3501206,262.5640519,45.80686324,149.4421649,47.6003097,110.4346182,0.904974084,-70.68287183,-225.6124249,-167.4726186,-302.2531303,-180.4620989,-98.65780087,-190.9053522,-193.911732,242.9076022,23.87182152,-9.195186263,7.392606581,-267.6136487,-122.7258176,21.11413713,-222.9615121,105.3619411,43.54112909,92.39969489,-178.2605218,264.8777462,32.88816558
FALSE,0,-846.6205113,210.1906907,-92.99379043,-315.5899833,128.8963039,712.9801838,-200.5147581,-152.1321935,68.63935784,96.48739958,1.539891132,-56.5875864,174.6495845,-167.8469274,-60.29155762,-188.0564619,378.0748527,72.56490255,26.55554423,576.9373184,140.369246,26.61849863,-73.69863788,67.02161958,-345.0755344,-205.8270227,119.7384727,-257.1706235,269.193169,-80.40149933,183.4610144,-96.88950985,-94.44641043,34.19894388,-224.9265904,-80.72759258,174.5177206,-13.22130283,-111.8932374,150.983752,-48.40802145,-111.0190796,67.04225963,243.9296433,129.0507611,38.63914804,28.86654253,54.7601459,31.89499818,-19.55039281
FALSE,0,-677.1111269,-158.980397,150.8880935,517.7119449,180.5699907,387.9833597,-476.1520884,-484.1780322,907.1356727,-24.70867583,-415.7185094,-73.14695155,30.84796466,-163.194249,-201.6865816,73.55442078,-470.139421,-21.08204532,141.3895903,-241.0677052,-16.269478,92.44202211,-215.9840369,-153.0043844,211.5849641,-158.3048744,432.5661229,22.88340587,23.38376692,329.6327053,7.119586659,-71.24218791,118.8133466,323.6222816,-77.76736774,126.2753972,108.3557193,-70.9370721,-265.9591494,-45.23759902,-80.19314938,46.46287851,-60.62047743,140.904507,-35.5901217,99.19102317,-7.370960062,-146.0869728,-192.7160707,165.1013713
FALSE,0,-893.9869182,369.0064365,-247.1983189,-258.2630494,54.77623181,627.8608387,-185.6327666,-288.7080702,71.98021587,196.3701464,28.66986626,-248.1677737,75.17264138,-24.07278747,68.10830621,-265.7446925,52.69097347,75.11079744,33.71124106,390.658542,67.69515516,164.1406868,200.9426933,149.6489171,-295.322604,-113.3662633,158.0398685,169.2844117,186.6681526,-58.46941212,252.2610626,-88.5183992,-128.0282573,-90.13468238,-138.0166413,-161.4801711,19.44931895,176.5985761,-13.04529214,165.142798,-279.6526809,28.22130989,-142.6151459,61.74153726,34.36525331,-184.187188,74.31188604,-4.537479349,-148.163688,66.23358499
FALSE,0,-887.9517054,107.2689391,471.5250051,244.4555864,870.9065362,-173.5373199,-548.2536637,-414.4692236,517.2329134,-352.8578595,413.0336669,-389.8463274,408.3340109,12.09022271,-397.609221,-145.6153491,-442.8535845,78.96741247,140.8260169,-85.5967622,19.75518041,-86.71178465,-72.18084998,81.61654012,-225.8488976,95.52915508,87.59321642,-145.7298774,-270.2172845,45.78631368,-32.9674663,8.438207517,71.77617876,118.7118744,-305.8474654,-52.14200946,111.8392622,-128.3965004,-5.153478218,-284.4456742,-129.6935419,-64.39459038,-74.18544954,-3.302066106,-130.3598303,94.77417737,-247.2935554,20.22097092,-19.78362949,4.215816961
FALSE,0,215.3801113,863.3902627,394.8213058,428.3427016,541.7463175,475.3031532,400.9965651,704.2644657,-828.6881928,-275.830796,-116.880776,217.5002302,47.42802321,117.8151466,222.3158184,-347.0733535,-229.3646235,39.09670942,577.6031338,162.6601281,154.9310081,-104.0433311,-128.7601511,-122.3748058,149.1771739,-559.3816814,-152.97714,-148.9783288,82.92531274,184.4300206,2.470468067,126.3387923,25.95400601,-309.173945,-64.52134227,-348.9621177,-9.295638135,63.58583006,-73.57250391,-24.93892033,299.8900773,-32.45396284,-316.3973726,-32.22341496,37.20205517,-50.95514341,144.3820738,20.94496834,35.87856826,-343.1743098
FALSE,0,302.8866771,-28.30946491,-1174.179718,246.4258141,-465.2335391,-65.30701111,50.65159795,4.333317825,370.0379163,-94.91379728,139.3979319,225.0377902,338.6571097,-389.7978151,-85.31874215,97.98871228,41.89916789,-256.8280254,98.73821075,31.33739621,-29.41639081,-356.3116854,111.2447535,-260.9273963,83.00923311,92.10822929,70.63246212,-105.5541861,-29.45600593,374.3077656,-62.62389279,-55.49562329,-70.40790061,169.8266319,65.91180973,203.8981744,-261.6956575,-106.7313187,-291.5437865,2.212008799,-105.28059,-98.74102779,-51.25810012,67.0744343,-178.9094399,-113.0542182,9.721169726,-79.06479445,46.40629061,55.31854976
FALSE,0,-417.0059523,92.64485369,-707.0507017,899.396343,163.664892,-87.95825168,181.2509429,-297.1520805,240.2226692,450.7474225,-85.45052914,-127.4412103,-285.3965848,-481.4821396,614.7634981,156.6131095,103.3783175,-119.803332,-78.74437505,-193.3180019,-171.8416505,165.1048634,-150.4655854,232.3391544,-275.830923,-50.37419979,42.14908301,-98.6497151,32.94903899,104.3505438,-166.8207795,-82.98831737,83.1598069,-9.106144097,-387.3269501,-91.13157423,-185.0203442,12.77119229,-45.34396679,-80.02969486,-37.62294469,-200.7468609,173.5595365,55.13209872,-243.8065895,-301.8425509,-221.853663,-230.2395221,16.82275582,-306.4942057
FALSE,0,-910.9921323,288.6757746,-185.4637271,-319.0711964,-21.15638195,734.701535,-272.3608473,-69.51658669,191.6869803,16.46786553,-70.44884956,-8.834835943,234.4061717,-135.211732,69.27215757,-216.3141421,254.7625782,-3.061512841,-13.00934173,595.9475424,-4.245203024,131.3753819,-8.527955318,166.2298055,-331.636536,-70.7139231,-44.73539812,7.993135125,214.1770564,-153.6252358,203.9679217,-17.84177907,-98.1840462,-91.3738186,-240.2449297,-93.40236986,150.7960387,-115.9585762,12.11015469,102.1913147,-84.11721499,-29.20865735,116.3793955,50.71149786,-27.41137088,-37.01327955,68.76626982,-36.58103643,-53.88527229,8.909206812
FALSE,0,-841.8961331,34.86187258,114.4702097,-444.9806419,-358.8668045,602.1532341,-415.6039178,-150.0026549,283.0442424,-226.5987779,-148.038645,195.8184787,485.5497457,45.81613987,311.4836329,-2.748771217,224.247003,-99.00419338,-329.9144824,105.8892683,-155.8402485,117.7843391,-194.3160526,76.72885814,-364.11476,119.3625435,33.64260457,21.27921256,42.82192259,-74.50868785,-74.61061939,21.0982031,66.59119194,19.58290341,-8.487593467,33.49030247,78.53320851,-186.7310704,-16.60121023,86.6287786,97.76643396,23.12255998,122.1304481,122.7114163,-24.77795159,59.95556172,-24.55321728,88.93233774,-26.16371653,-13.30275392
FALSE,0,-832.1595762,346.6973981,-351.0394171,-576.1670338,193.3085655,585.5988367,41.65380231,69.33688236,-28.03322167,-120.7791224,-172.9121934,73.03224319,114.4889349,-206.1472696,134.9241412,-126.356565,118.5403296,0.389344348,78.94112684,331.8173684,-223.7757565,82.74838781,-73.74936681,27.28255141,-211.7521258,115.3205746,-54.23381661,37.60264195,26.00296039,-96.93016703,108.001994,-69.07410734,-55.86866477,-10.26521406,-63.97966971,115.545085,172.409548,-212.6951942,106.8438133,-41.64744532,56.23063094,121.8446827,32.61924523,12.19883866,-83.7977119,-49.84189307,122.3491482,63.62471393,-23.28067735,44.32253263
FALSE,0,-586.9285017,264.0947934,-588.8501471,582.1302631,-233.325026,-1.185734158,-108.0257626,-198.3022206,-46.55046736,217.6269937,-429.9993433,94.72691394,-342.0940284,-69.18429691,402.7874642,22.19578352,-177.4289756,-216.8147472,249.1556095,-149.4971614,-89.34745989,-57.8868588,-103.6701904,83.34022963,-195.9252566,-100.8833424,-289.179581,-246.8167596,-120.6559002,78.44891992,85.75769534,147.5984864,-65.75861321,34.1145386,-410.8380198,244.7074847,-116.4909368,-174.1330221,-6.525764579,286.35089,133.168876,-3.486601312,-3.299199364,-65.64313565,-38.06713962,2.153007976,-164.75482,-61.62019265,80.91546653,230.0983503
FALSE,0,-412.0291509,451.1088126,-255.4030254,161.2979082,-54.10055046,-813.4224048,-160.4745614,180.6078282,35.92625015,873.9776439,-367.6106468,-122.7717778,308.9890158,-95.86601125,-90.30752507,-129.9368838,143.5897993,-157.4623896,-427.2634649,-105.099724,45.06936019,300.4862198,70.81757694,-296.7448678,-113.2589047,-402.4168388,3.808809702,237.3741933,189.8176799,-147.326157,-211.4095072,268.6382431,-66.40949595,-254.1450005,-333.1624392,-138.6241846,-8.842607843,-0.801373636,-317.4629878,75.73540011,-127.6519889,11.57158728,-225.4716963,67.25218505,36.44783216,-172.0039443,-37.49595029,37.07849233,-94.01118704,84.49347552
FALSE,0,-651.3245088,-122.1652781,-10.31794551,-120.4686379,310.0895306,447.300113,35.4531199,-825.0551201,398.6343487,61.16456281,-282.3066889,52.13867268,212.2265266,-231.5717932,-459.9823341,-154.4760107,82.93898936,-108.7694663,456.3309721,260.396967,31.89380968,279.0845522,82.12864084,-85.97001848,10.92856324,-189.1814146,-87.96988469,-161.2224312,56.2704716,194.4256082,266.0323468,48.75809935,185.4714195,269.5238752,-126.3276139,-102.3971602,80.65019197,148.6099861,-145.0412328,-33.77596068,-37.41236635,-138.8916021,8.858207185,119.1526949,-35.69105302,-61.94009081,0.0762659,12.74550142,-27.37904276,142.1419304
