is_nine,pred_prob,f_1
FALSE,0.118,-447.3226528
FALSE,0.182,1180.002315
FALSE,0.118,414.103128
FALSE,0.162,-303.0571621
TRUE,0.147,-419.6536748
FALSE,0.163,972.255464
TRUE,0.162,580.9717898
FALSE,0.176,-863.26584
FALSE,0.113,-604.106287
FALSE,0.237,-53.23229967
TRUE,0.21,137.3620983
TRUE,0.23,-683.9301339
FALSE,0.215,-336.9691105
FALSE,0.252,-691.7147198
FALSE,0.287,267.7933331
FALSE,0.251,-633.5003704
TRUE,0.263,837.3274826
FALSE,0.277,1312.780354
TRUE,0.226,716.5815613
TRUE,0.295,633.7886583
FALSE,0.242,-217.9490202
TRUE,0.207,332.5286811
TRUE,0.297,309.3247827
FALSE,0.238,-447.9916722
FALSE,0.262,-697.5757524
FALSE,0.217,1.067830148
TRUE,0.257,-491.0182937
FALSE,0.21,33.75389837
TRUE,0.217,948.0212952
TRUE,0.295,337.5504545
FALSE,0.217,-94.66884899
FALSE,0.224,-450.9812648
FALSE,0.24,-271.9652828
TRUE,0.279,29.43591872
FALSE,0.237,-883.3182241
FALSE,0.25,123.4491727
TRUE,0.245,-16.74908907
FALSE,0.281,-859.8449621
FALSE,0.242,-316.6812438
FALSE,0.228,-629.2536711
FALSE,0.243,-941.0559183
FALSE,0.202,-65.81822517
TRUE,0.298,213.9116031
FALSE,0.232,53.68444385
FALSE,0.207,-231.5141896
FALSE,0.266,75.15028128
FALSE,0.25,-384.5567629
FALSE,0.213,-147.6027631
FALSE,0.247,28.3194375
FALSE,0.206,157.3519885
TRUE,0.252,-626.0040553
FALSE,0.206,1090.527608
FALSE,0.265,387.4438178
FALSE,0.222,-139.822973
TRUE,0.343,148.7037307
TRUE,0.398,835.2402179
FALSE,0.333,335.5358518
FALSE,0.381,-734.8842022
TRUE,0.393,8.867957888
FALSE,0.311,265.8801218
TRUE,0.358,-868.8593307
TRUE,0.343,670.6010989
FALSE,0.345,-420.1282363
FALSE,0.367,-112.2639453
FALSE,0.319,230.8873222
FALSE,0.383,-127.1615222
TRUE,0.318,974.0532928
TRUE,0.351,-98.70688431
FALSE,0.349,562.1471047
TRUE,0.338,-345.082769
TRUE,0.307,-1016.836805
TRUE,0.303,1052.807681
FALSE,0.365,1147.060583
TRUE,0.357,-559.1272726
TRUE,0.37,-526.3297378
FALSE,0.311,266.3596144
FALSE,0.392,-293.4262607
TRUE,0.306,-266.5632343
TRUE,0.305,-403.5833643
TRUE,0.374,-334.6344762
FALSE,0.302,-926.3605758
FALSE,0.362,149.0284498
FALSE,0.303,-446.2555172
FALSE,0.337,161.570996
FALSE,0.315,-324.9782566
FALSE,0.347,132.4671118
FALSE,0.317,305.567076
FALSE,0.306,-182.8216114
TRUE,0.337,704.6656315
TRUE,0.348,298.5537105
FALSE,0.35,-330.6012774
TRUE,0.394,-579.7331228
FALSE,0.375,-605.1576162
TRUE,0.329,-419.0409815
FALSE,0.37,362.6092758
TRUE,0.354,143.2149158
TRUE,0.482,-414.113665
FALSE,0.458,361.6168997
TRUE,0.428,-582.994275
TRUE,0.403,492.3147251
FALSE,0.486,186.2959618
TRUE,0.441,-416.0544753
FALSE,0.485,-847.5301893
FALSE,0.483,-666.3908843
TRUE,0.431,-408.3529266
FALSE,0.421,-750.7395052
TRUE,0.434,-139.2549597
TRUE,0.433,408.3403009
TRUE,0.457,39.34501413
FALSE,0.498,607.4190378
TRUE,0.496,615.6499177
TRUE,0.455,-199.2580513
TRUE,0.485,-331.9372109
TRUE,0.499,-1099.738051
FALSE,0.493,-921.5037548
TRUE,0.486,608.7106315
TRUE,0.46,592.2915013
FALSE,0.42,952.8583512
FALSE,0.47,-193.4879303
FALSE,0.454,-898.0678535
TRUE,0.474,435.6110344
TRUE,0.485,-255.1592656
FALSE,0.407,-223.2334449
TRUE,0.479,-545.5496628
TRUE,0.518,-327.5802257
TRUE,0.563,669.2555541
TRUE,0.579,-354.7024538
FALSE,0.512,19.8876201
TRUE,0.509,717.422828
TRUE,0.508,7.457157782
FALSE,0.533,-465.9670651
FALSE,0.538,-646.1893944
TRUE,0.597,-289.0234273
FALSE,0.522,177.0433385
TRUE,0.559,-51.98970536
FALSE,0.547,467.0864677
TRUE,0.598,-164.9621536
TRUE,0.514,-779.342325
FALSE,0.526,228.4180918
TRUE,0.521,1091.086922
FALSE,0.512,29.25684543
FALSE,0.537,-622.8672295
FALSE,0.506,1020.319987
TRUE,0.517,-1092.568573
FALSE,0.579,791.5622226
FALSE,0.569,-228.9488324
TRUE,0.536,817.7592686
TRUE,0.586,-251.1979517
TRUE,0.536,297.2281883
FALSE,0.53,383.6075493
TRUE,0.567,-747.8050708
TRUE,0.502,958.4939553
FALSE,0.56,418.0901656
FALSE,0.575,1328.783335
TRUE,0.561,-21.24472144
TRUE,0.69,303.7145295
TRUE,0.627,418.3603718
FALSE,0.605,-297.1681611
TRUE,0.654,-396.1466262
FALSE,0.643,-626.5086676
TRUE,0.698,671.6914414
FALSE,0.692,-679.9977584
TRUE,0.699,-206.9521712
FALSE,0.641,-623.9504461
TRUE,0.699,-291.6512964
FALSE,0.604,722.4922411
FALSE,0.603,493.6516548
TRUE,0.676,625.435322
TRUE,0.633,1203.489199
TRUE,0.603,395.8153839
FALSE,0.664,225.8832006
TRUE,0.67,-315.223453
TRUE,0.641,-278.6334883
FALSE,0.63,-260.2438692
TRUE,0.652,243.6426004
TRUE,0.626,746.2593442
TRUE,0.636,-659.6958893
TRUE,0.682,1003.382699
TRUE,0.62,151.0364592
FALSE,0.629,-834.8359981
FALSE,0.638,282.1662076
FALSE,0.697,-157.4775983
TRUE,0.694,-786.0624631
TRUE,0.671,-331.0768821
TRUE,0.629,-573.0080586
TRUE,0.618,20.41224862
TRUE,0.734,-566.6917739
TRUE,0.706,-600.5280964
TRUE,0.784,-881.4463535
TRUE,0.781,1067.295541
TRUE,0.792,132.2562102
TRUE,0.76,-675.2733468
TRUE,0.711,694.267442
TRUE,0.715,-579.6304818
FALSE,0.747,252.9840684
FALSE,0.78,-734.1707579
TRUE,0.725,564.5070492
TRUE,0.747,989.6027633
FALSE,0.713,-154.2598097
TRUE,0.777,75.08106545
TRUE,0.701,-200.2143897
FALSE,0.752,-884.6170709
TRUE,0.77,627.4565019
TRUE,0.71,414.238001
TRUE,0.776,-225.541696
TRUE,0.772,997.8176246
TRUE,0.706,-345.2342528
FALSE,0.789,647.6716924
TRUE,0.781,-246.3619485
TRUE,0.743,912.8096041
TRUE,0.702,-614.6234202
FALSE,0.794,-875.3675313
TRUE,0.789,-1108.225685
FALSE,0.8,-209.2025789
TRUE,0.743,82.45920858
TRUE,0.797,1159.773755
TRUE,0.766,1243.363207
TRUE,0.786,-543.0063722
FALSE,0.725,666.0795067
TRUE,0.705,-311.2907562
TRUE,0.803,-480.9679234
FALSE,0.893,115.6053199
TRUE,0.867,-746.8018561
TRUE,0.897,-304.4921196
TRUE,0.821,491.732734
TRUE,0.861,-454.1778131
FALSE,0.825,-319.1645085
TRUE,0.86,-865.157124
TRUE,0.872,-354.9943349
FALSE,0.816,484.5264009
FALSE,0.82,108.9417711
TRUE,0.884,273.2296939
TRUE,0.883,-460.043504
TRUE,0.886,563.9211956
TRUE,0.845,379.7172687
TRUE,0.897,847.4396272
TRUE,0.864,1104.41673
FALSE,0.877,1291.47236
TRUE,0.853,756.7833451
FALSE,0.856,1019.745465
TRUE,0.889,-303.1024254
TRUE,0.893,-757.6503613
FALSE,0.809,270.4508642
TRUE,0.832,-401.2748766
FALSE,0.842,319.7695125
TRUE,0.836,-75.70995935
TRUE,0.858,177.7375346
TRUE,0.881,-665.5253584
TRUE,0.852,-346.4071093
TRUE,0.89,-649.1437497
TRUE,0.838,323.2748972
TRUE,0.871,-133.5641957
TRUE,0.879,328.0363156
TRUE,0.886,756.8984315
TRUE,0.897,248.6274572
TRUE,0.897,67.46951174
TRUE,0.84,362.9294492
TRUE,0.893,-1057.043346
TRUE,0.896,-185.2972354
TRUE,0.87,862.5548044
TRUE,0.872,668.1158144
FALSE,0.88,-803.8701039
FALSE,0.838,-645.0418695
TRUE,0.805,-324.0030229
TRUE,0.886,1117.36279
FALSE,0.854,-544.0428931
TRUE,0.86,931.3954851
TRUE,0.875,960.763959
TRUE,0.863,-929.8132646
TRUE,0.872,745.6700464
TRUE,1,-328.6267009
TRUE,1,711.1539311
TRUE,0.955,-393.9734233
TRUE,1,-115.006451
TRUE,0.997,-177.1396014
TRUE,0.924,618.7903131
TRUE,1,-624.8156211
TRUE,1,839.7709015
TRUE,1,984.347418
TRUE,0.978,335.1543173
TRUE,1,1257.402687
TRUE,1,286.8427534
TRUE,1,8.792090276
TRUE,1,-285.9150872
TRUE,0.991,759.2800677
TRUE,0.928,73.52920608
TRUE,1,985.6879917
TRUE,0.937,375.0792401
TRUE,1,-638.4327054
TRUE,1,-99.15870489
TRUE,0.972,-706.0783374
TRUE,1,-229.917314
TRUE,0.999,-205.3234808
TRUE,1,769.2269944
TRUE,0.999,257.3077014
TRUE,1,-98.89095362
TRUE,1,-384.3971646
TRUE,1,204.7548938
TRUE,1,-332.9711884
TRUE,1,468.3945143
TRUE,0.963,-375.6151212
TRUE,1,-391.2799665
TRUE,0.991,663.7789543
TRUE,0.99,-76.60628031
TRUE,1,-483.3467953
TRUE,0.999,-674.0658472
TRUE,1,-668.5111116
TRUE,1,-754.7403097
TRUE,0.989,919.6316458
TRUE,1,351.0851279
TRUE,1,1531.696068
TRUE,0.973,-34.81250424
TRUE,1,615.247354
TRUE,1,-365.7703121
TRUE,0.975,648.4269967
TRUE,1,-684.3105363
TRUE,1,-710.6910103
TRUE,1,376.3842896
TRUE,0.997,831.4010481
TRUE,1,835.2847608
