is_nine,pred_prob,f_1,f_2
FALSE,0.112,-591.6807579,-128.4486194
FALSE,0.192,-464.888381,135.915872
FALSE,0.149,-886.4291628,1051.444679
FALSE,0.113,505.6378281,111.0912097
FALSE,0.154,459.8627102,228.1941452
FALSE,0.178,955.8786923,-397.2827807
TRUE,0.203,1.501979847,-741.1694834
FALSE,0.251,708.183827,-826.3723015
FALSE,0.271,-156.1436825,226.8310069
FALSE,0.203,-411.9254391,798.9067933
TRUE,0.215,53.25394853,-781.6245401
FALSE,0.284,637.7622929,-908.3980697
TRUE,0.212,-278.0135263,277.0061584
TRUE,0.227,-90.11392274,-410.3654686
TRUE,0.249,-717.0248177,-215.7949336
FALSE,0.257,-718.2358087,202.3039268
FALSE,0.239,276.8749156,-706.2731068
FALSE,0.293,-512.4790963,-225.0690073
FALSE,0.271,843.363545,233.9351043
FALSE,0.23,885.2301371,-346.6103143
FALSE,0.226,687.8461597,63.38256064
FALSE,0.281,384.0439127,-867.1401214
FALSE,0.223,796.7682817,-615.875179
FALSE,0.245,-666.5549621,-94.02568843
FALSE,0.252,1387.723062,755.6701982
FALSE,0.27,-747.2539801,-169.7431078
FALSE,0.204,-876.4166692,401.221275
FALSE,0.203,-407.9838238,1316.34049
FALSE,0.207,593.9059408,341.5062068
TRUE,0.23,871.1604882,141.5162129
TRUE,0.262,-356.3737442,-495.7137181
TRUE,0.268,-180.6184029,-165.3101519
FALSE,0.275,-224.9779559,338.5782156
TRUE,0.216,638.9694637,58.06557685
TRUE,0.28,-333.400026,246.3261047
TRUE,0.253,597.8751585,285.5455163
FALSE,0.267,-824.8697424,524.6280162
FALSE,0.27,-804.8442628,-330.9946551
TRUE,0.265,983.7919571,-482.4022035
FALSE,0.295,825.7801855,-653.2586574
FALSE,0.227,388.3285152,-202.6904587
TRUE,0.242,-179.5551117,-392.8512105
FALSE,0.255,-710.9156644,292.3648842
FALSE,0.248,779.296677,-825.8020738
FALSE,0.211,-343.8880477,-380.9441595
FALSE,0.296,652.3676707,401.0369353
FALSE,0.211,-317.9996663,248.1463816
FALSE,0.216,-318.9303395,851.0560901
FALSE,0.299,-767.9836242,182.883806
FALSE,0.263,-325.6446648,-221.5103649
FALSE,0.237,256.1889682,-730.8137749
FALSE,0.24,-718.093076,465.2781757
FALSE,0.215,-107.2025189,-675.6022575
TRUE,0.203,339.6232652,-781.2346521
FALSE,0.27,-786.8784672,-159.993765
TRUE,0.237,650.6315775,-919.8460275
FALSE,0.312,-629.3875079,-92.31073157
FALSE,0.334,794.849327,76.85848875
FALSE,0.318,-786.0345682,141.6909031
FALSE,0.322,-672.4049413,-446.2443501
FALSE,0.348,-596.3996312,-345.8039002
FALSE,0.383,264.93965,-89.90438333
FALSE,0.35,469.4870275,173.7543428
FALSE,0.36,-999.8587378,606.4713242
TRUE,0.365,-471.7573862,122.9387201
FALSE,0.317,-642.7234936,467.5524913
FALSE,0.356,-64.86387837,71.68898522
FALSE,0.373,-331.3634028,-645.081638
TRUE,0.363,-574.8476474,120.8041199
TRUE,0.308,-423.7215162,-459.7273543
TRUE,0.344,755.3263997,-471.5132404
FALSE,0.363,738.2758166,627.2745991
FALSE,0.342,-911.9942893,87.34570057
TRUE,0.325,-60.34308082,-500.6326214
FALSE,0.35,506.9073186,-269.1920442
TRUE,0.351,-567.8898805,1274.153752
FALSE,0.316,-251.376407,795.7107679
FALSE,0.388,-756.5555445,-219.8721344
TRUE,0.384,-518.3793674,307.7965847
TRUE,0.337,-16.4905728,-236.2850744
TRUE,0.307,129.0821363,326.990702
FALSE,0.32,-1030.502624,696.3127418
FALSE,0.314,-892.6406445,-456.824943
FALSE,0.371,-418.5229353,-434.7456911
FALSE,0.36,734.2704525,718.4869962
FALSE,0.352,-590.8405574,-588.8292438
FALSE,0.364,-465.4201932,-353.4717979
FALSE,0.381,-905.9268749,-518.5611875
TRUE,0.35,10.75437374,-216.5253288
FALSE,0.398,-167.8715834,-1028.357103
FALSE,0.36,591.8696199,448.0533571
FALSE,0.339,-379.033737,-494.9618321
TRUE,0.38,-880.3350647,887.6855805
FALSE,0.393,226.273781,234.5461272
TRUE,0.318,709.7880153,-237.7692018
FALSE,0.305,-562.4988599,-209.8095718
FALSE,0.328,617.5011018,-503.5106057
TRUE,0.335,-599.3791573,399.9715983
FALSE,0.464,409.4254844,-743.1833862
FALSE,0.406,930.1618807,162.6542619
FALSE,0.428,-248.5717093,1317.876084
TRUE,0.483,259.4898791,104.3977959
TRUE,0.489,-239.6345247,-122.701098
FALSE,0.455,-146.0712585,871.6045295
FALSE,0.493,-670.2802431,362.937507
FALSE,0.404,-676.502711,-36.57489446
TRUE,0.445,-355.9529378,715.8651235
FALSE,0.474,-921.6620407,169.1394753
FALSE,0.496,838.4573101,774.7536414
FALSE,0.48,567.3054299,213.5410798
TRUE,0.487,342.3588506,908.0556318
FALSE,0.455,-399.7158196,340.8419137
FALSE,0.452,-715.8242379,27.4640711
TRUE,0.404,-821.4851118,438.1542586
TRUE,0.418,-792.373495,375.8583536
TRUE,0.489,-156.2460173,258.0295473
FALSE,0.457,70.58472393,-747.8556137
FALSE,0.477,777.0756062,746.7130118
FALSE,0.451,161.0849911,-706.9668194
FALSE,0.459,641.7469811,-109.7353209
FALSE,0.481,-604.3979124,614.8572222
FALSE,0.47,52.91633594,-345.9945036
FALSE,0.41,234.1056294,238.3663068
TRUE,0.432,-66.89149768,844.834073
FALSE,0.461,-629.22594,-144.8061991
FALSE,0.471,652.6309483,-696.197929
FALSE,0.413,-61.70007629,-614.4127687
FALSE,0.443,738.6770936,-597.5110358
TRUE,0.412,691.6185875,-285.9023965
FALSE,0.5,-563.4643438,214.0951042
FALSE,0.523,-257.7834559,-682.4876539
FALSE,0.582,-523.687852,950.606893
TRUE,0.531,549.8686248,-466.0098545
FALSE,0.544,212.7519163,-626.4650956
FALSE,0.525,1024.586549,12.57047487
FALSE,0.524,-1006.131092,-240.2225737
TRUE,0.521,963.7445046,-340.5481434
TRUE,0.568,535.6767154,-663.3340663
TRUE,0.541,-449.8613289,15.74035658
TRUE,0.571,-764.6910203,-367.9059143
FALSE,0.518,-830.1957616,-31.76048205
TRUE,0.527,-739.7442163,31.35374582
TRUE,0.572,788.2569621,-486.5942675
TRUE,0.533,-688.8031803,-422.8537025
FALSE,0.579,-55.01698313,-447.6049547
TRUE,0.551,-118.6338231,170.1585848
FALSE,0.535,-658.3500408,-110.5049289
TRUE,0.561,-278.4662928,-107.4791797
TRUE,0.504,856.9457833,223.0879192
TRUE,0.514,-611.6388801,-321.460066
TRUE,0.589,521.4490249,-414.3278863
FALSE,0.535,1322.011143,735.7925189
FALSE,0.546,167.3550118,-576.6552993
FALSE,0.56,495.7166648,853.7608582
TRUE,0.594,-873.3600242,146.3639242
FALSE,0.531,772.5690281,476.8125603
TRUE,0.571,-141.387319,-785.2280653
FALSE,0.54,-529.2951897,865.6674713
TRUE,0.519,-559.4009939,995.1980573
TRUE,0.57,531.0319919,-107.910089
TRUE,0.574,154.3326202,499.1930622
FALSE,0.552,-440.5626555,784.1548983
TRUE,0.59,1370.739207,76.42843402
TRUE,0.599,610.3825871,563.3128383
TRUE,0.673,-450.2898616,-459.9831255
TRUE,0.635,-794.263237,483.2110931
FALSE,0.616,39.87519193,909.7159411
TRUE,0.602,545.3013047,-500.4768316
FALSE,0.617,2.144139926,70.31688051
TRUE,0.636,-603.3380704,2.728447747
FALSE,0.691,-161.1447379,-704.5010642
TRUE,0.617,1438.131511,648.3872543
TRUE,0.662,-11.11785993,-393.6848724
FALSE,0.675,-835.4607826,434.5917115
TRUE,0.648,-957.6956409,482.2856701
FALSE,0.615,163.7117994,-999.5929569
TRUE,0.61,1022.626271,-92.28097756
TRUE,0.672,1301.987965,870.2018185
TRUE,0.63,-282.8072304,-752.2512921
TRUE,0.611,204.1461754,-13.23438755
FALSE,0.644,246.2349994,146.1771854
FALSE,0.628,625.5215215,-331.6892585
TRUE,0.675,-731.4126536,-636.9740734
TRUE,0.634,575.9107891,-317.3401495
TRUE,0.628,-764.0468566,339.66522
FALSE,0.639,917.8833869,747.3707435
TRUE,0.67,-750.7162457,738.9284671
TRUE,0.658,-421.2983659,-702.5215675
TRUE,0.696,931.4463873,83.73414168
TRUE,0.664,644.783655,667.5525146
FALSE,0.613,-21.9374018,345.3823993
FALSE,0.666,576.5237217,-792.2392423
FALSE,0.662,-778.8480182,71.34076944
TRUE,0.678,-556.4253607,-68.61345749
TRUE,0.667,-236.5710787,-642.2049829
TRUE,0.699,-879.8969965,399.7439766
FALSE,0.613,-247.7182463,-954.8371511
TRUE,0.637,-29.70552542,-445.2353493
FALSE,0.683,-727.6582647,638.2660186
TRUE,0.667,-584.7516806,-442.4979346
TRUE,0.692,-676.1932061,-540.5577308
TRUE,0.627,-292.293784,-470.3941996
TRUE,0.7,-77.59762846,-370.4517123
TRUE,0.638,-858.3191028,-335.8466283
TRUE,0.653,953.6695844,490.5759075
TRUE,0.659,-614.859097,-735.4261125
TRUE,0.626,700.6504163,109.756059
FALSE,0.639,-91.75364586,-723.6043603
TRUE,0.674,-976.8417933,-540.9708383
TRUE,0.671,220.8704372,824.6930239
FALSE,0.748,1088.269658,-44.94526918
FALSE,0.719,1052.366392,153.3995163
FALSE,0.793,276.8885811,-147.5693582
TRUE,0.71,264.7368407,-841.0616311
TRUE,0.712,142.7007287,821.4544827
FALSE,0.789,352.2290345,-95.41168981
FALSE,0.734,137.3368819,-681.5038403
TRUE,0.769,-483.8943641,843.6709777
TRUE,0.743,-823.4293026,-136.8558789
TRUE,0.734,-957.5603045,314.6717736
FALSE,0.763,-645.2872098,-443.6897251
TRUE,0.784,-561.8857708,-74.46415921
TRUE,0.786,-890.0780646,37.40729449
TRUE,0.786,-702.2745885,-115.4713376
TRUE,0.713,-475.967876,-175.3403747
FALSE,0.718,397.1897506,1278.616803
TRUE,0.753,-680.3300455,-571.3312063
TRUE,0.759,165.5498362,-59.11951373
TRUE,0.717,-407.9728654,-131.6640028
TRUE,0.714,-772.7346284,1317.202618
TRUE,0.758,-1.612888023,-530.9705631
FALSE,0.796,459.3550334,-199.8200073
TRUE,0.782,-777.4618237,132.1021791
TRUE,0.76,655.4923576,-592.1526011
TRUE,0.764,-344.7459087,-611.082044
TRUE,0.746,142.2010839,1338.76501
FALSE,0.723,-587.4015238,776.3647608
TRUE,0.743,712.2328114,-555.3821333
FALSE,0.744,271.1557478,-133.0455044
TRUE,0.703,-844.0398113,627.4896995
TRUE,0.709,1088.190741,1589.760519
FALSE,0.788,-919.4662487,0.643878215
TRUE,0.784,-450.606514,-767.9133584
TRUE,0.712,-362.0797644,-899.7513708
FALSE,0.724,-664.3287734,435.8708495
TRUE,0.797,-446.2824879,597.5644811
TRUE,0.773,-948.2789364,604.1419937
FALSE,0.717,735.1871025,444.7460508
TRUE,0.786,-687.6779762,-304.6556103
FALSE,0.743,218.0256341,295.5473111
TRUE,0.786,1581.95602,81.55297017
TRUE,0.742,954.0046131,243.6598483
TRUE,0.743,-736.6078523,-51.95657385
TRUE,0.797,-692.1865089,-437.4531476
TRUE,0.886,777.3993111,590.7762001
TRUE,0.854,-748.3159466,-434.7092544
TRUE,0.804,725.5499922,-281.3237615
TRUE,0.819,42.98277205,-104.9935108
TRUE,0.886,-236.2344649,-267.5620469
TRUE,0.892,-1063.127618,514.3314837
FALSE,0.891,-75.33977168,-477.57143
TRUE,0.877,564.5565552,-195.6799324
TRUE,0.831,-187.1093136,-880.5696048
TRUE,0.842,978.8176018,-45.64734648
TRUE,0.87,442.0707655,-0.801756111
TRUE,0.808,-171.450858,376.3410226
TRUE,0.866,-621.158783,34.2146431
FALSE,0.833,83.66108395,-212.7444125
TRUE,0.858,-158.071312,-407.0940998
TRUE,0.884,-345.1363529,493.8550239
TRUE,0.884,1331.961902,389.3664221
TRUE,0.89,285.4203916,-524.7486997
TRUE,0.811,-247.7260127,-286.7174083
TRUE,0.883,-496.4353059,-393.5013769
TRUE,0.879,277.0976485,541.9194894
TRUE,0.884,763.5059636,92.50201551
TRUE,0.863,184.0004606,-710.09497
TRUE,0.832,-840.5389466,-243.0905176
TRUE,0.802,-397.9626005,-844.8695348
TRUE,0.894,133.8839351,513.969232
TRUE,0.83,310.4946016,-682.0109045
TRUE,0.892,-273.9872566,-307.7933703
TRUE,0.857,64.43337231,-295.9655915
TRUE,0.878,-205.5967212,-117.6300254
TRUE,0.869,355.2028713,1678.09643
TRUE,0.806,-641.2846995,-207.1357379
TRUE,0.812,898.212915,1258.7149
TRUE,0.886,136.9734717,1541.853405
TRUE,0.881,-922.2719829,126.4351455
TRUE,0.889,-859.9092832,537.0397533
TRUE,0.805,104.3763665,22.81894924
TRUE,0.811,157.6895987,848.5626901
TRUE,0.831,194.9837429,-874.4081459
TRUE,0.898,369.7163007,768.9638468
TRUE,0.84,-525.3033938,671.6099544
TRUE,0.894,-479.4750395,1221.828289
TRUE,0.849,-754.3908383,226.6512347
TRUE,0.859,-399.1847606,420.1746932
TRUE,0.859,-396.1636114,499.0383396
TRUE,0.861,-518.6646136,-33.93615162
TRUE,0.824,-668.6658689,-44.19950312
TRUE,0.855,-691.2457478,440.5480946
TRUE,0.846,-941.6004136,-0.98980695
TRUE,0.892,-598.9626426,494.1563413
TRUE,0.996,311.5623204,-500.7533532
TRUE,0.987,-391.4781494,1011.784872
TRUE,0.999,-193.669935,125.6929095
TRUE,0.999,840.2035376,80.58327831
TRUE,0.935,-882.083825,492.3513656
TRUE,0.997,816.5645506,357.7515937
TRUE,0.958,-122.141737,-535.6443029
TRUE,0.999,-812.0505561,919.3423792
TRUE,0.996,-1018.345173,257.8172992
TRUE,0.919,-769.0295181,459.7068268
TRUE,1,1283.476548,97.87242154
TRUE,0.999,743.8154687,40.59293671
TRUE,1,293.9040179,-863.0050664
TRUE,1,291.6449735,-324.1637684
TRUE,0.981,-509.1766163,136.2967096
TRUE,0.955,378.1567569,-540.687859
FALSE,1,935.2862205,-143.0339393
TRUE,0.999,133.2436641,241.3282147
TRUE,0.964,620.2365369,-790.6103373
TRUE,0.999,-137.1756843,-301.3632028
TRUE,0.997,674.4211548,-360.9613372
TRUE,0.998,1277.640823,-271.9525186
TRUE,0.997,298.9784091,-541.477033
TRUE,0.984,682.6611114,-77.40244232
TRUE,1,581.1400891,-527.6872076
TRUE,0.935,144.8738304,-1017.847788
TRUE,0.928,310.9663038,279.9801431
TRUE,0.973,1291.760423,0.117418345
TRUE,0.999,-394.8896583,571.3609341
TRUE,0.996,991.9100306,128.648872
TRUE,0.997,695.0829048,-330.9378864
TRUE,1,479.5212634,-500.2561641
TRUE,0.992,1038.426407,-237.134376
TRUE,0.931,-239.8425281,401.5404297
TRUE,0.968,442.0100832,-666.9258757
TRUE,0.997,452.5029494,-700.4437648
TRUE,0.993,-657.8447553,-304.9442321
TRUE,0.995,25.593954,-476.0403902
TRUE,0.998,1031.18694,361.6057474
TRUE,0.992,-305.2444672,-366.5046298
TRUE,1,684.2636046,-655.6243734
TRUE,0.98,528.9454072,71.86061266
TRUE,0.953,-288.2751076,-134.8772514
TRUE,1,888.8943946,-539.2643346
TRUE,0.999,1533.317189,476.5566019
TRUE,0.989,-229.8208673,-907.7055847
TRUE,0.976,94.91450912,-472.998573
TRUE,0.996,-317.3150354,-356.4212814
TRUE,0.99,-402.5873512,127.6638827
TRUE,0.995,460.8317221,32.26265569
