is_nine,pred_prob,f_1,f_2
FALSE,0.222,521.1511132,-592.9800124
TRUE,0.257,-3.17520192,206.4884012
FALSE,0.231,-334.3873473,-364.6052809
FALSE,0.274,1143.517437,-309.3109906
FALSE,0.286,19.61473073,72.63327456
TRUE,0.26,918.5294259,843.4384057
FALSE,0.212,340.4690268,-890.5963103
FALSE,0.27,40.33808438,294.0198568
FALSE,0.26,-833.2436027,-400.4251574
FALSE,0.284,-698.5365613,-475.8624189
FALSE,0.223,-957.7681559,314.1487932
FALSE,0.207,30.42295318,-562.7185379
TRUE,0.23,-776.9756457,-485.1936418
FALSE,0.215,1006.183099,-359.2162064
FALSE,0.254,-512.0733853,-594.7647555
TRUE,0.289,-36.646056,-693.2644365
FALSE,0.235,1243.712112,-330.1923771
FALSE,0.281,-657.9171301,-31.69528725
FALSE,0.244,-681.7113131,221.7527627
FALSE,0.212,-1052.254732,72.81478297
TRUE,0.231,-290.0847125,1223.325771
FALSE,0.244,-478.3812182,-528.2467611
FALSE,0.217,276.5062134,659.6113746
FALSE,0.218,-652.5679094,-287.1830288
TRUE,0.22,155.9851408,350.2123759
FALSE,0.213,-528.9472512,-111.489958
FALSE,0.225,-510.1699178,381.0864544
FALSE,0.273,-484.4047285,1089.921112
TRUE,0.222,-648.0958879,-571.1880296
FALSE,0.203,993.576777,-476.3952156
FALSE,0.271,-98.37313523,-60.66055774
TRUE,0.294,196.8504155,29.80486212
FALSE,0.266,-988.7660609,85.01907848
FALSE,0.297,-192.6836326,123.0304833
FALSE,0.206,783.4667183,-399.4882653
FALSE,0.236,-850.97115,43.10966324
TRUE,0.252,243.1433558,409.9277471
TRUE,0.247,822.1605942,20.12973546
FALSE,0.211,1065.154985,268.7425941
FALSE,0.252,-686.6387092,25.4475774
FALSE,0.297,907.7325521,-373.7840847
TRUE,0.295,1166.157877,116.0146334
TRUE,0.251,900.2596497,-377.6174642
TRUE,0.222,187.1688616,-629.9337283
FALSE,0.252,-477.0660531,-335.4889411
FALSE,0.341,519.4013348,-644.9482693
TRUE,0.344,366.4915968,771.1673017
TRUE,0.382,951.5984602,85.27462135
FALSE,0.306,-974.1613985,-285.2434337
TRUE,0.34,-381.4676795,-296.5237667
FALSE,0.307,598.071329,-814.5928552
TRUE,0.356,558.9548844,681.4243598
FALSE,0.373,1028.956624,40.30343998
FALSE,0.388,805.2841848,180.0957008
TRUE,0.363,519.6092237,-283.7126548
FALSE,0.383,-264.2853777,1122.365085
TRUE,0.328,-108.9215458,-443.4793252
TRUE,0.391,611.3976041,568.2350825
FALSE,0.334,12.52241112,376.3670542
FALSE,0.36,212.8650876,-67.13174085
FALSE,0.307,-264.3223042,-838.8873587
FALSE,0.342,-538.1617328,1219.305393
FALSE,0.391,-893.3781316,772.879405
TRUE,0.319,-10.96600981,-675.2079739
FALSE,0.367,-361.0775604,1068.971861
FALSE,0.345,1355.47796,-155.0946527
FALSE,0.307,-609.4622541,-339.5153036
TRUE,0.364,-345.7397191,-398.6966331
FALSE,0.351,-413.8864083,-794.0000508
FALSE,0.305,-787.5298408,126.4941078
FALSE,0.388,532.0474273,1421.125861
FALSE,0.307,973.3208617,617.4487894
FALSE,0.355,603.4764681,667.5675524
TRUE,0.303,-566.6389098,131.6516241
TRUE,0.348,291.4861054,-68.05835601
FALSE,0.382,-1103.494967,554.6382206
TRUE,0.394,-349.8691779,-300.337621
FALSE,0.354,-1000.549729,599.8081983
FALSE,0.333,-1019.556737,432.6976634
FALSE,0.332,217.6834472,303.3326635
FALSE,0.37,-197.1939414,-613.5374331
FALSE,0.322,-536.0817772,-291.8650617
FALSE,0.389,-39.9582138,-252.5147007
TRUE,0.382,-577.0431775,400.4431998
TRUE,0.304,503.7008872,-562.4602739
FALSE,0.349,139.732548,-90.51868857
FALSE,0.358,-72.13698778,-806.2275511
FALSE,0.353,-563.8575496,668.958443
FALSE,0.366,-672.7900462,648.9586861
FALSE,0.303,522.8390395,-493.8794875
TRUE,0.4,165.781328,425.6142565
TRUE,0.349,380.3764705,-290.7417924
FALSE,0.323,-505.1828318,883.591695
FALSE,0.309,-717.7351778,-100.5353225
TRUE,0.382,1055.826853,1368.587905
FALSE,0.402,1058.916083,168.9122875
FALSE,0.43,-581.2944989,-616.5180328
TRUE,0.439,590.4241595,-744.0318388
TRUE,0.448,230.9175749,-359.6067569
FALSE,0.442,-475.107423,-272.7091467
FALSE,0.46,-89.11473438,137.096537
FALSE,0.435,-179.0573843,-476.9224508
TRUE,0.416,-970.5654112,93.6523661
FALSE,0.488,1067.950524,929.1192377
TRUE,0.468,758.2155475,927.5544815
TRUE,0.468,-498.7080182,1275.266279
FALSE,0.475,-18.91735658,34.176202
FALSE,0.484,-14.79981123,873.2951454
FALSE,0.463,1239.522039,-68.77457438
TRUE,0.42,655.4042611,1193.441583
TRUE,0.467,219.8657907,-582.2555818
TRUE,0.47,133.617895,309.5173144
FALSE,0.479,5.771930344,-473.4513057
FALSE,0.401,-949.5852191,538.6080908
FALSE,0.416,1286.071701,132.1409071
FALSE,0.462,-514.6736046,-587.750506
TRUE,0.403,159.2923746,-1007.203642
TRUE,0.45,-931.1209685,176.6090729
TRUE,0.446,-768.553329,-103.8439955
TRUE,0.435,-487.9624476,-518.4932557
FALSE,0.468,-543.3308419,-452.0229659
FALSE,0.423,-493.8920872,-588.4822001
FALSE,0.419,218.1374031,520.8978688
TRUE,0.485,-501.0463674,96.92545081
FALSE,0.417,1014.550598,-128.2665874
FALSE,0.42,-1124.783012,66.82958022
FALSE,0.482,-362.666421,-148.9618227
FALSE,0.458,-1085.68237,245.0651953
FALSE,0.426,-77.01970464,326.6694689
FALSE,0.487,1063.061315,842.0362274
FALSE,0.423,832.4170726,997.9955502
FALSE,0.471,-1090.880434,144.1932944
FALSE,0.432,-401.495742,328.3921072
FALSE,0.415,-622.3360644,-183.3657243
FALSE,0.457,-1066.39224,354.4721728
FALSE,0.492,107.0104462,624.9376498
TRUE,0.4,-512.2132977,899.4483029
TRUE,0.454,-702.4325172,-304.4386417
FALSE,0.488,1249.954199,-362.967769
FALSE,0.423,-172.789691,1213.953134
FALSE,0.45,-992.28589,-23.54467642
FALSE,0.411,-392.8746384,-190.5750688
FALSE,0.438,-591.8954646,-184.2154637
TRUE,0.427,257.4915544,-135.9077845
TRUE,0.401,-306.3661192,-245.502038
TRUE,0.512,-119.902945,-573.6652472
TRUE,0.596,-115.2954213,-346.9985371
TRUE,0.573,603.1370084,-22.99865021
TRUE,0.543,968.7302333,-93.33038211
TRUE,0.599,783.8530096,-293.9668354
FALSE,0.569,-209.1166576,767.5757025
TRUE,0.593,365.9235245,693.0138587
TRUE,0.576,100.7740444,-96.20251599
TRUE,0.554,-557.8482824,339.5583525
TRUE,0.51,1089.344645,43.38711171
TRUE,0.527,885.4279443,-588.1531928
TRUE,0.556,1552.12044,401.7338936
TRUE,0.571,140.8897848,-191.4703244
TRUE,0.541,-878.200188,-237.2664911
FALSE,0.519,-386.9756433,-358.3890885
TRUE,0.563,-859.4666958,-193.3340111
TRUE,0.6,785.4913085,1190.697051
FALSE,0.581,1019.773615,1229.869107
TRUE,0.598,-869.5983668,-91.4475573
FALSE,0.577,-196.6104098,205.0691498
FALSE,0.595,-644.1881691,-259.7109047
TRUE,0.545,334.3071945,-435.5331182
FALSE,0.572,-1089.126345,123.3923655
FALSE,0.556,3.132868567,-117.2747611
TRUE,0.557,843.0808026,-272.6828365
FALSE,0.567,391.3504525,-632.9913155
TRUE,0.54,168.0369562,-37.56070015
TRUE,0.504,641.837007,-579.81155
TRUE,0.546,263.2839112,-647.4576029
FALSE,0.537,637.3547531,-232.5712888
TRUE,0.558,332.8098063,-613.1793952
TRUE,0.561,28.2769697,-607.5645886
TRUE,0.589,-390.4262743,-193.8670083
TRUE,0.573,802.6592913,-467.1287808
TRUE,0.555,-1007.195571,-194.7021029
FALSE,0.565,-957.1019201,555.0635861
FALSE,0.526,-888.017537,-377.8330789
FALSE,0.528,-681.7341198,-296.6708647
TRUE,0.586,114.7148444,1132.721509
FALSE,0.554,-1210.432687,81.03103071
TRUE,0.561,-989.0240134,402.6523977
FALSE,0.579,-798.3930439,191.4190611
TRUE,0.549,-681.8648725,-184.2875203
TRUE,0.53,9.729131726,-534.2428685
TRUE,0.525,-756.5547792,-10.15214815
FALSE,0.531,-700.8632263,48.51293907
FALSE,0.521,164.1336747,-383.3764112
TRUE,0.592,760.7836324,-518.9745428
TRUE,0.502,688.3973995,1284.321609
TRUE,0.534,836.3336846,97.23205956
FALSE,0.604,765.5685311,-186.4817664
TRUE,0.613,311.1347811,-449.9684512
TRUE,0.615,-165.589013,146.802144
TRUE,0.635,265.8938609,128.3334258
FALSE,0.677,498.9201248,-519.1293102
FALSE,0.648,735.397965,235.7150701
TRUE,0.65,-262.4348934,64.81707776
TRUE,0.637,-82.27933801,-780.0487226
TRUE,0.678,281.7884448,-613.4070598
FALSE,0.674,-680.5139116,-466.0771685
TRUE,0.6,961.649457,-382.0854364
TRUE,0.691,63.96227911,51.32026323
TRUE,0.621,-883.4948158,-95.88163527
TRUE,0.64,1476.655673,786.1838826
TRUE,0.65,-519.8174455,531.8184023
TRUE,0.692,-75.77457535,699.2908871
FALSE,0.7,433.9037271,-729.3206714
FALSE,0.677,-913.3249624,666.3482197
TRUE,0.635,349.8468964,-406.4852835
TRUE,0.696,-944.7405592,-124.3225049
FALSE,0.604,-124.730666,392.5090486
TRUE,0.648,-504.0892691,-260.2064794
FALSE,0.61,1293.319744,-142.905709
TRUE,0.643,-1226.486613,263.658906
FALSE,0.699,-728.033522,-560.1381046
FALSE,0.626,-770.5779946,128.2259269
TRUE,0.63,338.7620609,-594.6291933
FALSE,0.656,-1039.681306,87.82392458
TRUE,0.612,-1144.864804,412.9083184
TRUE,0.632,-121.2295459,6.677393219
FALSE,0.608,-1013.849359,-107.4501218
TRUE,0.658,-600.1007659,-25.19965247
FALSE,0.621,-311.902225,-228.9528794
TRUE,0.687,748.1517571,109.7413283
TRUE,0.667,-1190.386633,625.1541746
FALSE,0.62,-994.7115858,409.3500674
TRUE,0.63,-926.3808537,-65.9081852
TRUE,0.676,8.272045443,-34.05837222
TRUE,0.698,598.7084814,87.01705732
TRUE,0.656,301.9242217,596.9415824
TRUE,0.636,-629.0629498,506.3620981
TRUE,0.695,-189.1285279,-562.1108323
FALSE,0.668,-371.0563156,-293.9033647
TRUE,0.679,99.29677468,-910.2749837
FALSE,0.664,-321.7440556,712.7764458
TRUE,0.672,661.9920913,-402.9425146
TRUE,0.657,412.346133,-249.5723186
TRUE,0.682,1019.015656,17.28824178
FALSE,0.646,532.98729,1210.57299
FALSE,0.615,95.05293662,1463.766407
TRUE,0.792,164.5706027,-702.7845277
TRUE,0.777,350.7480097,457.1892019
TRUE,0.728,72.69975616,980.2976307
TRUE,0.723,-492.5223837,-110.7566191
TRUE,0.768,476.6593747,-559.4315429
TRUE,0.763,530.7949207,-543.3677196
TRUE,0.792,638.3339246,-367.6069925
TRUE,0.795,-200.9960431,719.4278313
TRUE,0.759,56.15249217,-362.1193455
TRUE,0.729,-15.46810496,-497.0964894
TRUE,0.754,-729.4803511,-409.5805822
TRUE,0.791,1082.728298,-293.0074763
TRUE,0.721,-415.9071047,-410.4689555
TRUE,0.797,648.4401206,-842.0859589
TRUE,0.762,-803.2920109,-81.94890223
TRUE,0.787,-567.9107402,1204.743172
TRUE,0.8,-969.5812897,1200.926478
FALSE,0.756,327.2603481,-17.32351334
FALSE,0.73,559.6026733,-800.0676059
TRUE,0.71,393.7504762,-306.6302817
TRUE,0.713,759.1710751,148.5528017
TRUE,0.795,492.064786,-678.2893278
TRUE,0.79,-383.6528249,290.0756309
TRUE,0.746,18.800001,260.0976682
TRUE,0.706,81.97895215,-547.8768612
TRUE,0.766,-716.4802148,-246.6362049
TRUE,0.766,-325.0598525,-271.8911351
TRUE,0.773,-3.787266313,1542.10032
TRUE,0.761,-311.2544868,481.2591388
FALSE,0.76,-411.4304962,731.5496615
TRUE,0.738,683.6010433,-407.1404585
FALSE,0.73,-1256.308082,511.6315905
FALSE,0.789,-860.2607737,53.57059454
TRUE,0.777,-445.6696236,-647.7309328
TRUE,0.798,547.0033062,1419.559647
TRUE,0.748,-451.3124888,-181.1595261
TRUE,0.713,-648.749358,256.2839621
TRUE,0.71,536.8850925,-515.4388185
TRUE,0.71,428.1719375,-335.9278
TRUE,0.788,-870.5275945,29.04154352
FALSE,0.723,-170.5963254,617.2553252
TRUE,0.772,-505.5152113,-294.658599
FALSE,0.746,-704.1314024,-453.9846783
TRUE,0.794,265.6681453,440.1380327
FALSE,0.71,-839.719341,78.83613675
TRUE,0.775,-5.288971268,181.4925073
FALSE,0.701,-614.0438797,852.8558173
TRUE,0.771,-130.5762337,-409.4318317
FALSE,0.731,-1066.499735,652.9142482
TRUE,0.775,211.7906973,-353.0451368
TRUE,0.881,408.4458011,1208.90969
TRUE,0.875,1080.102331,-287.3889833
TRUE,0.868,702.0758005,-224.4959468
TRUE,0.814,493.0442187,-221.3800735
TRUE,0.852,-450.5978221,-571.7598098
TRUE,0.878,-40.59125471,103.8575013
TRUE,0.898,939.0630159,-281.3289504
TRUE,0.825,896.5875878,396.6747482
TRUE,0.822,359.7288221,-338.4906791
TRUE,0.867,-755.4568281,631.3413037
TRUE,0.803,381.335542,-802.0921984
FALSE,0.849,-733.7053168,424.0383065
TRUE,0.856,-12.52538969,-676.8365373
TRUE,0.838,-549.0044425,-561.2846759
TRUE,0.827,228.0886825,168.91211
TRUE,0.816,103.3948364,479.9323894
TRUE,0.874,875.1620765,730.4887905
TRUE,0.843,678.7747097,343.5715581
TRUE,0.858,184.6522472,-37.931164
TRUE,0.851,284.9227199,-411.1170898
TRUE,0.833,649.4440998,46.1747319
TRUE,0.82,985.7807138,-476.0641734
TRUE,0.893,-12.09772594,150.7339746
TRUE,0.851,-655.2181431,100.166138
TRUE,0.883,57.23344861,-126.2862421
TRUE,0.875,492.4589039,1879.709169
TRUE,0.886,125.9136878,256.7978015
TRUE,0.897,684.5897074,-449.4232094
TRUE,0.815,-568.0570063,-225.6605831
TRUE,0.867,69.38231177,-13.7558883
TRUE,0.859,140.6729826,-141.3371812
TRUE,0.865,-407.7760221,229.74303
TRUE,0.859,-839.6790528,-185.526732
TRUE,0.878,-988.9369215,141.8935548
TRUE,0.892,361.2215207,1082.359343
TRUE,0.81,496.0441241,-178.9995875
TRUE,0.883,202.4503177,-56.79744828
FALSE,0.892,-710.4697794,-128.0508735
FALSE,0.824,882.1938584,179.799877
TRUE,0.889,-383.7485136,-813.6515549
TRUE,0.832,577.6432299,-620.9954954
TRUE,0.864,-1218.29582,322.162581
TRUE,0.883,-1025.135064,-50.22850755
TRUE,0.885,-532.7045162,-79.74411928
TRUE,0.85,-194.3689821,-500.8505043
FALSE,0.815,-891.56893,-106.4045419
TRUE,0.882,-505.1163222,303.000369
TRUE,0.89,593.3557644,-337.6164465
TRUE,0.814,845.087307,783.8970736
TRUE,0.841,618.2136243,402.4298386
TRUE,0.986,-856.9497897,102.1900847
TRUE,0.991,382.4205621,-173.2966596
TRUE,0.999,-664.3095545,802.1512339
TRUE,1,459.1802485,107.9629818
TRUE,1,-341.3665582,175.6035026
TRUE,1,-108.5631625,-19.6507588
TRUE,0.963,234.9735971,-83.57571906
TRUE,0.998,553.4887879,321.6509716
TRUE,0.986,655.5898917,260.166423
TRUE,0.97,7.832352099,700.5713853
TRUE,1,700.6057891,-164.4978675
TRUE,1,-871.8282125,406.3766197
TRUE,0.933,-16.02568821,-177.4081411
TRUE,1,-573.2668172,-1.017050262
TRUE,0.994,703.1495774,573.4878612
TRUE,0.994,474.8268574,-132.896443
TRUE,0.999,-124.766995,331.9626989
TRUE,0.979,492.1788353,732.1065329
TRUE,0.997,-901.7340031,205.2104321
TRUE,0.998,498.4589572,-136.5148466
TRUE,1,490.8321842,-440.7623113
TRUE,0.998,229.3143664,-64.09480907
TRUE,1,532.0592262,-563.7304849
TRUE,0.989,247.3514987,-319.9076788
TRUE,0.995,-240.9560655,-300.6303879
TRUE,0.999,-84.42167699,-457.6908373
TRUE,0.995,255.1566364,239.2213282
TRUE,1,-733.6526135,440.3714767
TRUE,0.998,124.1563266,271.1824694
TRUE,1,-32.05743872,462.1615411
TRUE,0.997,222.85954,-782.2584068
TRUE,0.995,-739.9919085,-241.1458458
TRUE,0.998,700.2775353,1392.45564
TRUE,0.93,-790.1521243,216.4528019
TRUE,0.993,-91.31594313,-118.6952758
TRUE,0.963,247.4743465,-260.7821227
TRUE,1,-290.0809045,363.9274386
TRUE,0.945,96.76328652,86.02278581
TRUE,1,-475.8811937,-145.6073866
TRUE,0.983,3.83181287,678.0305864
TRUE,0.997,277.8419569,-554.7810482
TRUE,0.998,222.4262654,-165.2921089
TRUE,1,210.5372111,856.0582177
TRUE,1,-963.5065323,-37.15840414
TRUE,0.994,-832.6280541,-78.44116333
TRUE,0.994,85.60384685,-111.7759122
TRUE,1,-177.9629985,392.7724147
TRUE,0.969,694.3158803,344.0507607
TRUE,1,201.7008162,-238.1476151
TRUE,1,-62.48268962,238.3120652
