is_nine,pred_prob,f_1,f_2,f_3
FALSE,0.163,-761.1054302,553.7020037,-242.8361916
FALSE,0.168,-741.7610994,-199.6987219,515.7129329
FALSE,0.157,-646.8934323,687.8281317,251.8742073
FALSE,0.13,885.6373314,1424.120343,346.6326226
TRUE,0.112,-419.2468093,-731.0594022,222.9518031
TRUE,0.183,2125.46633,-267.7662821,874.6304155
FALSE,0.107,-364.3924347,-392.1280105,243.8339206
TRUE,0.138,677.3800266,-345.8673405,186.6259928
FALSE,0.174,-323.2897759,106.8238704,264.7312649
FALSE,0.163,-313.7376902,531.2898741,310.1636177
FALSE,0.18,-870.0398523,510.9982979,-44.03818848
FALSE,0.126,-125.8273693,747.7322481,337.9067713
FALSE,0.109,-416.7977207,78.30903821,118.4176794
FALSE,0.11,-314.6204912,139.1480753,-886.5222757
FALSE,0.182,443.7123943,861.5578192,103.7071403
TRUE,0.109,812.9803622,93.67248392,223.2773744
FALSE,0.13,286.8746327,-462.1622867,-855.2984236
TRUE,0.171,47.22988261,-3.671986634,588.6932294
TRUE,0.171,-718.1720432,-279.2346212,-310.6906385
FALSE,0.156,326.9504349,-585.2098321,864.1816448
FALSE,0.109,404.1462825,775.9585782,101.1799419
FALSE,0.126,38.66121787,1050.163279,458.0930407
FALSE,0.141,824.9074248,696.1304698,-490.3540641
FALSE,0.113,309.3614293,1257.269609,352.3578564
FALSE,0.165,-756.892488,775.5273517,297.8031086
FALSE,0.109,-555.6835074,-735.9086784,395.1298075
FALSE,0.1,115.0943196,548.8124186,441.5992201
FALSE,0.116,307.4611971,-13.26166133,77.71291871
TRUE,0.127,-26.29956455,1198.130861,295.7768146
FALSE,0.146,567.7452723,-120.6721425,-395.8086511
FALSE,0.172,209.7001117,-27.89818818,342.5471893
FALSE,0.152,126.2443523,-45.77737455,-422.9965042
FALSE,0.147,-165.1111238,-621.512292,624.6305533
FALSE,0.149,13.43735602,1160.079282,-283.0971703
FALSE,0.117,408.3542689,652.8304178,-9.730623367
FALSE,0.118,-447.3223191,-736.4501156,56.58970767
FALSE,0.182,1180.012652,-126.9212765,-446.3756927
FALSE,0.118,414.1124716,306.5727918,-735.5290862
FALSE,0.162,-303.052327,-23.11798748,-403.7077565
TRUE,0.147,-419.6525811,40.18692937,368.675215
FALSE,0.163,972.244324,-361.1774017,-157.5298384
TRUE,0.162,580.9718597,94.77396038,-457.9952155
FALSE,0.176,-863.2627325,269.297654,150.5188791
FALSE,0.113,-604.1071337,-58.27783019,-178.0030356
FALSE,0.237,-53.22536415,888.0325003,-645.5615609
TRUE,0.21,137.3595892,-214.18444,-332.3574442
TRUE,0.23,-683.9240119,-267.1659607,-135.6478754
FALSE,0.215,-336.95772,-248.0246616,570.596611
FALSE,0.252,-691.7151934,-88.68928491,345.4208464
FALSE,0.287,267.7932575,229.6555237,-784.5270828
FALSE,0.251,-633.4928082,-277.704202,-184.38256
TRUE,0.263,837.3163016,-343.7638533,40.57536991
FALSE,0.277,1312.784557,1370.742533,607.6684313
TRUE,0.226,716.585919,-788.9486368,365.9174855
TRUE,0.295,633.7848487,39.80323026,-380.5227514
FALSE,0.242,-217.9478316,-24.51561116,-250.1349086
TRUE,0.207,332.5302315,-709.1126387,-26.69494251
TRUE,0.297,309.3247854,-123.4770346,41.88442482
FALSE,0.238,-447.9899568,-821.8554193,629.2724975
FALSE,0.262,-697.5796526,198.5791401,-517.842503
FALSE,0.217,1.068472116,397.7152445,371.5771518
TRUE,0.257,-491.0122434,-921.964585,746.7233678
FALSE,0.21,33.74724049,692.8745905,-86.04246235
TRUE,0.217,948.0140527,-97.00539338,258.114027
TRUE,0.295,337.5378662,-401.5441986,942.8273622
FALSE,0.217,-94.67826484,279.0530708,-555.5101613
FALSE,0.224,-450.9862645,315.2032793,409.4202775
FALSE,0.24,-271.9640411,556.0434767,-15.37402504
TRUE,0.279,29.43860811,711.6294173,-312.5311239
FALSE,0.237,-883.3219238,256.7852502,-253.3100602
FALSE,0.25,123.4463952,796.9068102,84.19128812
TRUE,0.245,-16.74283536,1041.629511,111.8354553
FALSE,0.281,-859.848377,-70.98044992,-172.0249344
FALSE,0.242,-316.6761884,395.8123647,-740.9846429
FALSE,0.228,-629.2538763,-47.89384989,-708.1704386
FALSE,0.243,-941.0413774,-340.8762326,523.5243047
FALSE,0.202,-65.82581388,-90.17009231,18.48693654
TRUE,0.298,213.9019501,185.4958744,245.2211086
FALSE,0.232,53.68163338,-1309.805898,767.1489332
FALSE,0.207,-231.5161431,-802.0787527,-290.9962597
FALSE,0.266,75.14988774,-24.26173474,-392.7444781
FALSE,0.25,-384.5651297,782.3547071,-77.55805696
FALSE,0.213,-147.6009021,1002.815764,215.2492212
FALSE,0.247,28.31962429,544.7449444,-535.820942
FALSE,0.206,157.3520289,586.0653585,794.8117939
TRUE,0.252,-626.001188,-674.436852,-236.171205
FALSE,0.206,1090.534893,636.1062608,1091.379951
FALSE,0.265,387.4505782,582.1794264,-331.9995216
FALSE,0.222,-139.8294269,213.7067119,-471.6382792
TRUE,0.343,148.6967759,-131.623596,258.4532311
TRUE,0.398,835.2363489,-394.8868949,150.4180669
FALSE,0.333,335.5428847,900.736785,-423.5045121
FALSE,0.381,-734.8771489,450.3768772,-261.1497432
TRUE,0.393,8.877166732,46.11473048,-1052.553941
FALSE,0.311,265.8776748,281.6628477,114.3928374
TRUE,0.358,-868.8592012,-311.8949672,291.5312096
TRUE,0.343,670.5919303,-370.9091772,73.39791023
FALSE,0.345,-420.129864,-595.6838316,-340.2241426
FALSE,0.367,-112.2665777,-45.10790372,-946.1421266
FALSE,0.319,230.8878398,-379.4043189,53.52410852
FALSE,0.383,-127.1662325,167.9569495,-338.2255289
TRUE,0.318,974.0519517,95.06939769,-540.5877422
TRUE,0.351,-98.71684655,1158.12159,77.89413832
FALSE,0.349,562.1454105,481.2877576,41.32606626
TRUE,0.338,-345.0989076,403.371967,437.6409775
TRUE,0.307,-1016.828182,182.9327258,-236.2934736
TRUE,0.303,1052.812324,186.5150215,-813.5150947
FALSE,0.365,1147.075505,552.8122035,-337.022706
TRUE,0.357,-559.130963,249.569061,284.4692614
TRUE,0.37,-526.3287233,-775.7698122,-459.4664187
FALSE,0.311,266.3603835,-197.7384167,-400.6018284
FALSE,0.392,-293.428055,-235.3403447,538.1291309
TRUE,0.306,-266.5505689,-827.9976274,852.0206632
TRUE,0.305,-403.5761927,-829.2184581,535.0669712
TRUE,0.374,-334.6350809,1161.731924,62.92845493
FALSE,0.302,-926.3633178,565.2107177,27.80968272
FALSE,0.362,149.022707,-158.1774348,258.8882814
FALSE,0.303,-446.2540176,1060.209889,465.0966892
FALSE,0.337,161.5721841,-1185.957903,-371.8911695
FALSE,0.315,-324.9829765,272.6356169,-758.0986001
FALSE,0.347,132.4665034,-295.4863379,-12.55833313
FALSE,0.317,305.5633964,380.5539815,-413.5883764
FALSE,0.306,-182.8153879,7.51866767,-162.9328965
TRUE,0.337,704.6710044,-617.373558,-469.9290859
TRUE,0.348,298.55997,126.6890269,-810.7203533
FALSE,0.35,-330.5908311,396.4332046,71.73175089
TRUE,0.394,-579.7340309,-424.1026157,198.8483325
FALSE,0.375,-605.1582552,-382.8877126,238.6723551
TRUE,0.329,-419.0505338,399.8026458,649.3014901
FALSE,0.37,362.6104829,885.1627814,-104.0539999
TRUE,0.354,143.2187806,1076.101471,-33.33044867
TRUE,0.482,-414.1046943,192.5568986,645.4236337
FALSE,0.458,361.6124078,835.2782744,463.649006
TRUE,0.428,-583.0007882,956.5852739,354.1975566
TRUE,0.403,492.3104993,-796.3723391,-703.0980215
FALSE,0.486,186.2859791,-575.7762653,168.1929838
TRUE,0.441,-416.0560085,-239.2242444,-305.1086031
FALSE,0.485,-847.5272195,-186.4760853,-223.7041599
FALSE,0.483,-666.3995221,76.51989211,185.0091705
TRUE,0.431,-408.3453686,-1066.082886,643.2791452
FALSE,0.421,-750.7348697,226.4540955,-644.7531565
TRUE,0.434,-139.2450408,-130.9714465,154.1634435
TRUE,0.433,408.3450995,520.0955513,-204.8309291
TRUE,0.457,39.34019413,1179.368247,-87.23764832
FALSE,0.498,607.4190902,970.6129657,687.5560309
TRUE,0.496,615.6418318,-390.7132499,-258.3177671
TRUE,0.455,-199.2543619,1120.727071,229.0859728
TRUE,0.485,-331.9370473,742.7152991,587.4717372
TRUE,0.499,-1099.728649,-96.10484585,-43.60170959
FALSE,0.493,-921.5013426,139.2139712,152.8843476
TRUE,0.486,608.7090878,-318.0331714,303.0833301
TRUE,0.46,592.2872792,-534.8265277,-643.0703222
FALSE,0.42,952.8629914,634.9535697,966.0699507
FALSE,0.47,-193.4884252,138.2289846,-795.8404746
FALSE,0.454,-898.0676284,35.09832334,-513.4958204
TRUE,0.474,435.6083122,892.2548929,-21.19002406
TRUE,0.485,-255.1526189,-988.9022526,-72.86323576
FALSE,0.407,-223.2203863,-181.8930655,96.8949555
TRUE,0.479,-545.5552891,-429.4712424,295.3125165
TRUE,0.518,-327.5838417,-350.9412621,-956.3601113
TRUE,0.563,669.2494253,-698.360696,-129.6139003
TRUE,0.579,-354.705894,-702.0802677,-33.18017225
FALSE,0.512,19.88285033,-467.3856852,988.2499145
TRUE,0.509,717.415927,-454.996955,542.5444395
TRUE,0.508,7.465255528,149.9217993,-866.4528697
FALSE,0.533,-465.9720881,-623.1500387,275.5921004
FALSE,0.538,-646.194493,693.7063756,-103.8921858
TRUE,0.597,-289.0233529,988.6253173,112.8858309
FALSE,0.522,177.0374328,818.7361471,-165.441731
TRUE,0.559,-51.99973398,-348.2621881,-655.9829361
FALSE,0.547,467.085911,297.5746669,-278.7917634
TRUE,0.598,-164.9677957,-536.4214107,-71.1401932
TRUE,0.514,-779.3352751,-415.3743493,-341.1320756
FALSE,0.526,228.4107587,-515.5359443,11.56840277
TRUE,0.521,1091.091495,-82.96453224,-101.68201
FALSE,0.512,29.24999402,388.2089868,199.7262655
FALSE,0.537,-622.86809,267.8590827,230.7950321
FALSE,0.506,1020.327629,839.3923239,702.5369826
TRUE,0.517,-1092.5594,45.91006161,7.803631198
FALSE,0.579,791.56753,277.8771636,-118.1543159
FALSE,0.569,-228.9542291,331.3118519,-300.290502
TRUE,0.536,817.764935,605.0017509,-356.7792003
TRUE,0.586,-251.1942927,460.439318,-96.51000333
TRUE,0.536,297.2324119,-795.7332794,43.66462332
FALSE,0.53,383.6022619,-279.0918824,250.805524
TRUE,0.567,-747.8038367,-349.1830748,420.5763845
TRUE,0.502,958.5066579,1175.632018,391.3324125
FALSE,0.56,418.0949469,945.7417462,-108.6942405
FALSE,0.575,1328.797897,261.0397443,-488.8509755
TRUE,0.561,-21.24803552,-700.9919284,-43.99282509
TRUE,0.69,303.7138587,-273.0659159,-982.2748214
TRUE,0.627,418.3582639,-446.1551357,-486.6859485
FALSE,0.605,-297.1711733,-594.886525,-28.47393655
TRUE,0.654,-396.1451168,-613.5950487,-221.8645225
FALSE,0.643,-626.5135386,-145.2573695,355.8000026
TRUE,0.698,671.6964455,-709.6200193,-687.6425451
FALSE,0.692,-679.9858376,-1027.001767,322.4480654
TRUE,0.699,-206.955711,-455.2123356,-190.565527
FALSE,0.641,-623.9470908,-1029.107818,-243.6493961
TRUE,0.699,-291.6443207,384.7228649,-378.6739449
FALSE,0.604,722.5095485,1146.437248,179.9166121
FALSE,0.603,493.6460861,339.2695631,-224.2226553
TRUE,0.676,625.4417055,748.3282429,-419.1166666
TRUE,0.633,1203.487349,-669.8103387,-171.1250589
TRUE,0.603,395.8209532,-86.87016347,-1212.811075
FALSE,0.664,225.8813259,382.0129264,-342.0557905
TRUE,0.67,-315.2296562,112.9942636,-228.5220119
TRUE,0.641,-278.6416346,219.9161264,76.16833835
FALSE,0.63,-260.2459484,-445.1694064,-356.5174318
TRUE,0.652,243.6360446,-599.0117243,1314.259759
TRUE,0.626,746.2740778,425.4621821,37.47535881
TRUE,0.636,-659.6995483,160.89705,214.532527
TRUE,0.682,1003.387162,-1213.411619,-14.6073608
TRUE,0.62,151.0347322,-231.9258365,-47.26681513
FALSE,0.629,-834.8329793,-82.04158773,-226.8929197
FALSE,0.638,282.1541896,-230.5084127,-44.62647513
FALSE,0.697,-157.4843374,-8.270018822,1070.320149
TRUE,0.694,-786.0606143,258.8149414,-228.3229852
TRUE,0.671,-331.0804267,4.580166483,-1028.622265
TRUE,0.629,-573.0068392,-680.3584632,723.5503684
TRUE,0.618,20.40960512,-33.6102832,202.0904897
TRUE,0.734,-566.6981903,-683.5015713,-567.660949
TRUE,0.706,-600.5221906,-365.5214115,583.3052399
TRUE,0.784,-881.4354329,-581.3965116,541.9969607
TRUE,0.781,1067.30218,118.0461314,-214.3995859
TRUE,0.792,132.2462284,-575.2829653,-569.0722393
TRUE,0.76,-675.2883087,602.6547668,440.7110953
TRUE,0.711,694.2666413,425.9004581,-381.0176424
TRUE,0.715,-579.6312538,-232.3101404,-793.1644326
FALSE,0.747,252.9806742,972.9291755,3.362298213
FALSE,0.78,-734.1674681,417.0872695,59.1045505
TRUE,0.725,564.5081983,-505.9130819,-507.131685
TRUE,0.747,989.5997009,-171.8953051,44.58748263
FALSE,0.713,-154.2495263,832.25522,558.3877499
TRUE,0.777,75.07909439,-294.9405241,1489.082097
TRUE,0.701,-200.2131386,652.6584877,-61.57624197
FALSE,0.752,-884.6096448,-722.1879116,426.402331
TRUE,0.77,627.4517031,-349.2292831,-346.9076636
TRUE,0.71,414.2408482,52.12019697,-571.309484
TRUE,0.776,-225.5412739,116.9176724,104.0533912
TRUE,0.772,997.8243065,-208.0739915,-571.5941903
TRUE,0.706,-345.233119,1297.042836,554.001412
FALSE,0.789,647.6710621,-758.2819168,-131.996496
TRUE,0.781,-246.3590394,759.4035668,157.075344
TRUE,0.743,912.8124822,-272.2387204,-453.9277123
TRUE,0.702,-614.6258189,416.6242292,426.0207945
FALSE,0.794,-875.3623415,462.6704559,166.0823087
TRUE,0.789,-1108.212033,-340.667807,-559.3653373
FALSE,0.8,-209.2049163,-158.5475381,-872.5894464
TRUE,0.743,82.45301797,-616.5546192,-511.594666
TRUE,0.797,1159.80063,579.8686487,235.6689646
TRUE,0.766,1243.356356,139.8000394,-233.0085274
TRUE,0.786,-543.014519,-787.3929073,217.1441148
FALSE,0.725,666.0862832,1039.857336,-273.9364689
TRUE,0.705,-311.2941538,-361.5303087,-991.8845243
TRUE,0.803,-480.9676357,770.1455374,349.9917397
FALSE,0.893,115.601593,875.0708461,374.2514624
TRUE,0.867,-746.7989672,-533.4677064,-470.1387915
TRUE,0.897,-304.4986806,784.1339972,187.2823489
TRUE,0.821,491.7261771,-68.19175614,23.23504335
TRUE,0.861,-454.1889168,1087.116341,313.5306115
FALSE,0.825,-319.1668161,570.3754581,375.379452
TRUE,0.86,-865.1540502,-164.6953925,-337.0267781
TRUE,0.872,-354.9960837,-777.9320847,-615.6615502
FALSE,0.816,484.5233095,971.8171961,591.5546381
FALSE,0.82,108.941776,425.5576678,201.3763821
TRUE,0.884,273.2415776,-425.4981656,-622.9072307
TRUE,0.883,-460.0466346,-158.9281322,-772.7623143
TRUE,0.886,563.9164154,-856.2812549,799.2095065
TRUE,0.845,379.7335535,585.7189308,357.8605398
TRUE,0.897,847.4356331,-680.1504758,-338.3525761
TRUE,0.864,1104.423998,163.7457949,-290.3621284
FALSE,0.877,1291.482127,1074.618548,987.2633274
TRUE,0.853,756.7869418,382.5830107,-172.8365541
FALSE,0.856,1019.748786,-1000.791105,740.2968873
TRUE,0.889,-303.0998681,-416.075762,607.7548382
TRUE,0.893,-757.6472916,-768.518526,-327.5171874
FALSE,0.809,270.4511282,-521.6919623,28.74018997
TRUE,0.832,-401.2720627,-294.739792,-843.4783594
FALSE,0.842,319.773445,-772.8403184,-390.2046756
TRUE,0.836,-75.7115284,288.4509286,1364.423124
TRUE,0.858,177.7285008,-514.4591695,204.5590083
TRUE,0.881,-665.5290261,658.3479008,80.50265482
TRUE,0.852,-346.4004513,-706.8328104,-114.3986664
TRUE,0.89,-649.1448216,203.2130049,-105.1310249
TRUE,0.838,323.2696057,439.0277386,-136.1103667
TRUE,0.871,-133.5665609,-739.0125021,1384.429114
TRUE,0.879,328.0364134,-98.66655075,1411.302752
TRUE,0.886,756.8988603,-686.6083145,-541.9217667
TRUE,0.897,248.6269065,-713.2771679,676.335904
TRUE,0.897,67.46149539,-14.93492551,-570.7967596
TRUE,0.84,362.932121,133.4763936,-627.6594037
TRUE,0.893,-1057.029811,-56.59364713,128.9643448
TRUE,0.896,-185.299002,-1086.903196,-524.5575054
TRUE,0.87,862.5649021,419.9351434,-353.5290264
TRUE,0.872,668.1218505,552.4749611,-322.3406474
FALSE,0.88,-803.8646692,-702.7254218,202.3561079
FALSE,0.838,-645.0422049,367.1427879,-439.7511195
TRUE,0.805,-324.0053526,-724.7734184,-222.7475818
TRUE,0.886,1117.35987,-599.5327621,710.1394068
FALSE,0.854,-544.0486947,172.9660031,231.7826671
TRUE,0.86,931.3968947,-590.688809,-622.6436188
TRUE,0.875,960.7589862,-618.0916999,-186.4533588
TRUE,0.863,-929.8120878,-9.172541126,-543.1309752
TRUE,0.872,745.6596231,-621.2902326,206.7679111
TRUE,1,-328.617442,-576.5094478,1075.491861
TRUE,1,711.1687452,-686.267963,-504.1369097
TRUE,0.955,-393.984979,-489.7501443,462.8472831
TRUE,1,-115.0099498,657.5609919,383.8949798
TRUE,0.997,-177.1433128,182.5491271,-209.237549
TRUE,0.924,618.794481,-686.1499851,-108.4406224
TRUE,1,-624.8133014,-0.749742129,-499.0785632
TRUE,1,839.7711739,-508.5876147,-73.61547286
TRUE,1,984.3396922,-216.3677222,202.7022141
TRUE,0.978,335.1571552,-208.9636088,-644.8388629
TRUE,1,1257.409509,-179.5009192,72.06875803
TRUE,1,286.8377935,-1015.108426,666.067712
TRUE,1,8.789927137,-604.3641601,-165.2573752
TRUE,1,-285.9159987,-1326.638563,855.8134836
TRUE,0.991,759.2733181,-1014.711407,-285.3726224
TRUE,0.928,73.52912635,-361.8950854,372.4255549
TRUE,1,985.6799185,-251.652596,564.620096
TRUE,0.937,375.0984219,-673.5707665,-870.3968187
TRUE,1,-638.4173577,-601.2085178,-307.906349
TRUE,1,-99.16256575,-96.0823854,143.7287075
TRUE,0.972,-706.072968,-69.01676853,-262.0740955
TRUE,1,-229.9239148,-617.5847556,-12.59282144
TRUE,0.999,-205.3300022,-992.0746971,159.6772511
TRUE,1,769.228646,-531.4637848,227.7983114
TRUE,0.999,257.304384,-498.8016903,-250.1855208
TRUE,1,-98.89602675,-696.6951747,588.1928118
TRUE,1,-384.3923163,-487.4054117,-47.713129
TRUE,1,204.7545611,-949.8319973,724.2057051
TRUE,1,-332.9585641,6.001398476,406.2200243
TRUE,1,468.3800053,-623.7397993,623.6011959
TRUE,0.963,-375.6175818,476.3152866,-395.6563557
TRUE,1,-391.2802608,-793.8477124,474.1841629
TRUE,0.991,663.7761325,-182.1173199,491.1243665
TRUE,0.99,-76.6089117,305.5358223,807.8973952
TRUE,1,-483.3418768,-665.1086034,-144.2391706
TRUE,0.999,-674.0644998,-335.7214015,420.0535666
TRUE,1,-668.5117812,-208.2112969,934.1350951
TRUE,1,-754.7350104,2.100784333,-319.5027814
TRUE,0.989,919.6241854,146.318104,571.1417006
TRUE,1,351.087367,-18.18236974,305.0504866
TRUE,1,1531.694192,-352.9274019,-286.0259372
TRUE,0.973,-34.82552106,-710.3656062,-481.4132716
TRUE,1,615.2378105,-251.4804763,-282.8511673
TRUE,1,-365.7605216,-638.7815794,-171.5153144
TRUE,0.975,648.4287014,-360.2791133,-918.701761
TRUE,1,-684.2960189,-594.5760775,239.8421659
TRUE,1,-710.689251,-744.6443234,-151.8183736
TRUE,1,376.3883877,-382.4585823,-163.6925315
TRUE,0.997,831.3922621,-379.3225586,-210.9052837
TRUE,1,835.2858483,-665.0030495,202.9878784
