is_nine,pred_prob,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10
FALSE,0,-457.2599904,622.2067225,-449.6908309,405.3575742,414.9172153,-111.9529948,-271.9265134,-266.5996983,-293.4432305,255.5019773
FALSE,0,241.0233876,796.9333127,-337.4424498,413.1866717,469.7121514,-364.8421213,-468.1624234,-156.0814402,-611.0175655,350.1916314
FALSE,0,810.9871479,-522.1435883,267.1480287,568.1333679,841.7348376,-425.9197509,-755.4750259,-140.0596492,-22.90677031,-668.1576077
FALSE,0,-846.6206302,210.1902752,-92.98534456,-315.5753628,129.0106626,712.9074454,-199.8032044,-150.9976757,68.2323345,95.49879525
FALSE,0,-677.1111542,-158.9801599,150.8858834,517.7080052,180.5448763,387.9996161,-476.2714034,-484.7824604,907.3075809,-24.0251775
FALSE,0,-893.9870415,369.0062141,-247.1954584,-258.2555731,54.84540147,627.7932708,-185.2163199,-288.1068143,71.50771216,196.1006928
FALSE,0,-887.9516243,107.2688462,471.5260574,244.4560938,870.8995729,-173.5253541,-548.3668693,-414.6310552,517.6583274,-351.949631
FALSE,0,215.3802068,863.389842,394.8311169,428.3538649,541.8147286,475.3551521,401.7027548,705.5472417,-828.531619,-276.1929182
FALSE,0,302.8867675,-28.30927285,-1174.181939,246.4208559,-465.2781069,-65.26932992,50.41094315,4.016085613,370.5184912,-94.50043018
FALSE,0,-417.0060288,92.64501023,-707.0573346,899.3905583,163.6260402,-87.99110009,180.7469047,-298.3170389,240.2669485,452.2643637
FALSE,0,-910.9921821,288.6753718,-185.4565463,-319.0595013,-21.0643686,734.6456764,-271.8159649,-68.503145,191.3284055,15.41408936
FALSE,0,-841.8962196,34.86195418,114.4676693,-444.9829802,-358.8753793,602.0994143,-415.9137667,-150.5730746,283.0459905,-226.6107796
FALSE,0,-832.1594472,346.6969641,-351.0321315,-576.1587767,193.3605801,585.6060582,42.00905771,70.26538195,-27.79710287,-121.3838478
FALSE,0,-586.928463,264.0949033,-588.8521174,582.128063,-233.3553777,-1.158403017,-108.2611529,-198.7165132,-46.14066762,218.8078126
FALSE,0,-412.029454,451.1095778,-255.4151545,161.2874467,-54.12790777,-813.5301556,-160.86022,179.3184222,34.77544717,874.0191416
FALSE,0,-651.3247112,-122.1654429,-10.31181602,-120.4575966,310.1822289,447.2622546,36.24634408,-824.011509,398.037331,60.75059119
FALSE,0,7.278436798,-26.52663144,159.1319468,-208.3240797,618.0495838,138.6276378,-833.9318041,-261.9072161,127.618001,-356.7674401
FALSE,0,-888.7435952,208.8520728,124.6280808,65.71896096,87.77894103,419.5614831,-249.3945961,-349.0682753,-85.13914025,437.6702332
FALSE,0,188.3391444,458.5683461,84.64948014,769.2545463,441.098057,-840.1219909,-852.3398034,77.27490202,-170.7124492,981.9589273
FALSE,0,111.0096194,922.2849088,-241.905551,436.0408536,676.420544,-698.015556,241.0599276,16.23760841,-414.7311969,343.8808823
FALSE,0,-44.7992926,223.6157789,435.5199586,-246.7938267,63.57043989,312.4401618,-340.6184263,-710.012617,-71.42542001,-186.5781146
FALSE,0,-509.9176946,-271.3555373,867.8302383,723.4717359,431.6985399,-469.9043383,-375.4514882,102.7772848,764.4454174,208.3295714
FALSE,0,15.30491916,496.6896243,163.1067339,56.57060341,536.901359,172.0526559,-964.4751092,-278.8939324,-140.0093113,116.2283811
FALSE,0,-479.1941748,21.78629111,-57.18582451,-41.54736083,1115.78235,-43.26320035,-171.6347226,302.4106694,-50.90276977,-311.1198902
FALSE,0,-281.335273,6.058384047,648.8585547,215.1174626,569.7781382,-261.732146,814.2714437,329.7063097,-13.17180504,934.809758
FALSE,0.177,-673.4013609,-209.4668368,-492.9851905,181.2938824,-568.0019163,159.94102,-209.038856,101.4403091,-96.69839127,-30.54421702
FALSE,0.136,613.9662313,-117.3589586,-431.3099196,577.7900641,-12.20276093,134.2880471,-599.065723,134.9831182,-232.5473529,-408.1801648
TRUE,0.107,665.7113445,-545.0751582,-431.1823366,-237.1478002,799.3758254,843.2521504,472.0454326,-17.09065299,208.4192507,223.3916084
FALSE,0.192,1427.679867,-298.7447812,783.4829885,298.1878928,-360.525566,-237.8229983,-604.3995006,-492.3992712,124.8373525,174.2757637
FALSE,0.168,-690.2784615,537.007722,794.086954,215.1739032,308.3744869,202.6778267,-231.3097733,49.37403925,599.0140449,43.62562136
FALSE,0.14,394.1954492,-323.1969273,648.8309243,407.290359,383.6376497,-362.9285342,-737.0985783,-229.5560309,-318.2928108,-893.7108185
FALSE,0.163,-761.1058413,553.7015854,-242.8391092,32.79234094,-120.1860073,624.8693425,-172.288491,-170.9620919,-461.6988771,57.19369086
FALSE,0.168,-741.7614684,-199.7013998,515.7662961,-161.5416001,444.100942,16.32170933,127.226662,-161.856374,409.0489441,-223.0747642
FALSE,0.157,-646.8923343,687.8222169,251.7474213,370.2712134,26.00354682,496.1624319,-89.90761691,-61.2499246,-221.3319096,616.6722105
FALSE,0.13,885.6367639,1424.111825,346.5463016,365.0243072,549.5923389,26.75566591,1060.575931,838.0501928,346.4608334,243.3997246
TRUE,0.112,-419.2464436,-731.063888,222.8998744,-135.232893,-646.5421172,536.7968772,-344.8393508,177.728986,-411.2361995,-226.261146
TRUE,0.183,2125.465735,-267.7715704,874.610253,945.9985291,-77.73453454,100.3486221,67.26620989,399.459244,-61.83550103,198.5400934
FALSE,0.107,-364.3938132,-392.1205615,243.9577407,-373.3674846,399.0999603,152.8799793,-375.8929957,-336.5513497,167.0312365,-323.1024687
TRUE,0.138,677.3808116,-345.8657301,186.6411812,-391.8287336,1091.401784,184.8462833,-89.12967823,139.5901136,311.3397599,316.9982204
FALSE,0.174,-323.2895681,106.8178724,264.6632862,-195.67644,889.8841826,82.79931112,208.3078813,275.4894011,-258.9631413,154.5443046
FALSE,0.163,-313.738434,531.3030221,310.305821,607.5459562,182.3173241,341.5325412,315.9084236,373.0409413,-49.5483599,0.318741828
FALSE,0.18,-870.0397654,510.9902654,-44.17351715,43.39776106,-80.36047145,-84.75678792,-347.6936531,-267.392506,-503.3082388,645.6328652
FALSE,0.126,-125.8264411,747.7362135,337.8885731,635.1280748,324.6931879,202.6540642,568.8841539,453.8354845,-720.9033604,-247.9050419
FALSE,0.109,-416.7978587,78.31615191,118.5290764,-498.0461817,-78.24654276,-131.7293889,-389.567751,-63.27614917,-64.20508789,-271.2438974
FALSE,0.11,-314.6206144,139.1529407,-886.46007,-298.1924278,-148.8899805,64.22517166,78.9931193,520.8220005,-12.34560345,-4.109428442
FALSE,0.182,443.7121841,861.5544309,103.6768846,-378.610507,-440.6580932,-200.2315456,1.383913895,-100.935078,35.93860514,-430.4137781
TRUE,0.109,812.9802693,93.67686248,223.3361965,438.2417134,290.4654638,1124.894792,-693.5525136,-4.178745955,102.8659905,-154.7046523
FALSE,0.13,286.8743132,-462.1653505,-855.3721444,108.274833,-165.7926816,116.1117548,-820.9912139,138.9123443,-177.0993891,543.3651466
TRUE,0.171,47.22918472,-3.670653454,588.674352,-232.0229058,42.03292126,569.535812,-55.34305609,-445.5422994,-868.0340379,-149.0476966
TRUE,0.171,-718.172677,-279.2331265,-310.6417243,-512.0348388,-45.82135791,-376.4042454,-40.79632988,517.348662,-6.261088237,-349.0617801
FALSE,0.156,326.9510524,-585.224288,863.9338661,170.3030523,437.0438964,-145.3339295,-48.47370349,340.3648972,96.28048478,-267.565823
FALSE,0.109,404.1463426,775.9454989,101.1114608,468.4763319,-23.19629544,-243.2373545,-232.5127328,553.7560199,-288.8406554,9.570270154
FALSE,0.126,38.66087918,1050.160659,458.1003097,-343.2159011,700.3131652,-23.70639104,-123.1199075,-79.2418308,15.61501392,491.7501683
FALSE,0.141,824.9063347,696.1336806,-490.2288229,510.781255,317.87853,210.9053069,-50.15844737,182.8067276,-68.90729113,76.25608998
FALSE,0.113,309.3617368,1257.265176,352.256099,-353.3313746,676.865354,-464.8129904,233.7588906,221.1813495,279.6970452,206.4277782
FALSE,0.165,-756.892691,775.5405589,297.9041858,516.778776,292.0386774,478.2073992,59.41936275,-43.23052345,265.1507807,-97.17721765
FALSE,0.109,-555.6837716,-735.9112424,395.1070798,-343.8421906,98.35828075,540.10845,477.2904239,-332.0585546,-120.2604774,87.22946333
FALSE,0.1,115.0956192,548.8179374,441.6710572,0.798839157,151.7544391,-443.9360934,-203.2013177,654.0929984,-424.9108638,-476.888465
FALSE,0.116,307.4611096,-13.26717692,77.61210439,-637.8917845,-407.3826553,-58.06538399,-367.095765,-459.8605858,765.8847303,362.5111075
TRUE,0.127,-26.29923532,1198.132316,295.7907813,-757.6347905,338.7449179,-100.2406492,-71.92378643,163.2267599,90.03520155,-48.58756679
FALSE,0.146,567.7445702,-120.6715944,-395.7745176,-7.768268131,296.2065083,-1.959441893,267.2256107,188.741063,514.5113811,-847.9360842
FALSE,0.172,209.7004492,-27.89566717,342.6055894,-284.740407,692.2627978,-287.1749848,-249.1341809,-163.9914292,-97.96058961,47.21007982
FALSE,0.152,126.2440187,-45.7745165,-423.0080824,-502.5409404,-134.4346992,-35.56645315,-322.6400862,-294.6142833,390.3645598,256.7012712
FALSE,0.147,-165.1122485,-621.5049626,624.7416914,-329.4055125,624.3717691,-611.6621531,-130.4435848,15.9088529,-176.6702821,-333.0134479
FALSE,0.149,13.43755266,1160.075291,-283.1774887,2.283453751,436.467615,388.9008919,420.0606694,340.1969897,-518.0537776,-82.91439012
FALSE,0.117,408.3548247,652.8264923,-9.799742949,375.5133599,57.38727892,-193.198249,1022.022367,-189.4580618,-163.9765748,207.8913145
FALSE,0.118,-447.3222462,-736.4559282,56.50970653,-600.3336845,-221.4597807,382.4905806,214.7147822,-231.1569482,-426.5734954,342.4569978
FALSE,0.182,1180.012634,-126.931191,-446.4443842,-78.40353854,-349.2456177,323.4346616,-488.436186,462.7994071,-111.5935047,127.4617916
FALSE,0.118,414.1126345,306.5667453,-735.6066124,396.8377897,-158.9288464,432.4864182,-117.3798842,-182.4125158,-242.3437064,-540.9299733
FALSE,0.162,-303.0534899,-23.11166262,-403.6055664,259.243147,413.3118073,-799.178672,-52.86536975,239.8169258,-93.9280177,-203.4254177
TRUE,0.147,-419.6522507,40.18656208,368.7673081,212.8306508,545.0889908,-387.2422932,-145.1638836,-440.9391674,354.0515789,-64.2284049
FALSE,0.163,972.2447975,-361.1790054,-157.5506075,-284.2170317,135.2042207,360.5684263,-285.6628568,77.17481975,532.2229069,532.864996
TRUE,0.162,580.9716087,94.77327287,-458.0147648,-739.2325189,-725.453075,-571.46112,221.6479562,261.8654215,174.9078999,11.63740052
FALSE,0.176,-863.2632307,269.3027893,150.6169353,-217.0122403,492.0672778,75.94270264,89.78239496,-36.57679521,231.4899329,-350.1492145
FALSE,0.113,-604.1080781,-58.27061638,-177.9040033,-120.0499951,273.1814943,-449.7389997,145.9351315,460.8081808,-162.9111385,-20.78751734
FALSE,0.237,-53.22537334,888.0266846,-645.6370829,-58.88480063,106.3969601,466.8085984,-43.16778644,-113.422674,-386.3857283,18.44037491
TRUE,0.21,137.3601856,-214.1875767,-332.4698107,-137.726745,-194.8285418,-631.8650511,289.7916843,178.4809261,663.7533805,-132.7246791
TRUE,0.23,-683.9242883,-267.1738731,-135.7696277,655.4743003,-532.7731786,-125.4558254,-874.6786429,2.331252234,-198.4881221,592.3685861
FALSE,0.215,-336.9584544,-248.0355398,570.44427,-116.2808527,657.9370446,-1102.783435,147.2036584,579.9673471,67.39970234,359.4713217
FALSE,0.252,-691.7151629,-88.68580618,345.5065318,41.34545486,-60.53967761,602.9700545,156.4841007,-597.0142809,-339.9469717,278.309887
FALSE,0.287,267.7928061,229.6611694,-784.4239467,-804.2819994,-223.997655,-114.6926604,147.7206102,514.7807256,-204.3274594,-109.4450171
FALSE,0.251,-633.494263,-277.7037123,-184.370008,415.4204278,-337.8155941,-551.7214279,-36.62769292,582.3677119,-90.59398368,-100.2600606
TRUE,0.263,837.3169007,-343.7603277,40.59038524,-352.8336102,854.6075617,787.0805627,221.8611271,435.9870597,-122.003985,-70.04572935
FALSE,0.277,1312.784625,1370.739233,607.6300037,321.4892974,450.8328871,-315.0530962,-62.3675136,530.066115,-1.077931785,152.218628
TRUE,0.226,716.5852953,-788.9526993,365.8750526,-981.0548499,813.3224984,-32.53977257,-335.1128458,99.99905968,163.3191727,812.2552453
TRUE,0.295,633.7851468,39.79674099,-380.7040145,-285.792229,172.63224,-22.41123621,-136.5541037,-617.9100002,-216.4617887,203.6191526
FALSE,0.242,-217.9479805,-24.50792313,-250.0208362,504.778408,60.54310357,-527.8127754,-508.5482847,233.2594414,205.2403955,-551.3526484
TRUE,0.207,332.5307856,-709.1205869,-26.82589676,187.4454837,-87.0069675,-410.0516287,1028.261971,-640.3332658,45.90724523,-320.0372203
TRUE,0.297,309.3246854,-123.4771941,41.89180844,-285.7284137,1027.649967,20.13422071,-167.64231,-532.584442,-241.4662731,-17.97131074
FALSE,0.238,-447.9896352,-821.8608395,629.2873819,32.17919417,-157.6578024,-189.0253585,305.8687675,-526.1119247,-63.87262625,18.16798054
FALSE,0.262,-697.5799025,198.5826435,-517.8160168,-544.3828632,265.2590921,486.4059736,1.902474819,51.10328707,-143.0244101,-377.7737137
FALSE,0.217,1.067993256,397.7127722,371.5758167,-207.6422895,-1008.498737,-149.5466051,-209.2379533,-417.2244412,168.8456182,338.9152318
TRUE,0.257,-491.012415,-921.9705901,746.6870059,715.48602,-455.2336164,158.8814785,-379.2923261,572.9425305,-131.6492831,62.07641693
FALSE,0.21,33.74678193,692.8826408,-85.98046071,-492.9645184,-376.5056984,-248.56813,-191.8115267,-332.0847331,333.8127268,-116.0918502
TRUE,0.217,948.0147504,-97.00409807,258.1029216,495.749528,296.4562273,1140.999853,-495.0403373,267.3227211,-49.85191456,78.57284241
TRUE,0.295,337.5366736,-401.5326774,942.9334916,518.9089659,-233.2796227,-197.8210668,273.3159029,313.0807569,553.6794304,593.2834179
FALSE,0.217,-94.67731899,279.0567681,-555.5279818,-23.68961815,-223.4207854,-295.4617849,-235.3829156,-76.90675982,-249.2222448,-299.971801
FALSE,0.224,-450.9849692,315.2002073,409.3746981,440.8277275,-21.72012778,-56.67660708,36.61676057,-12.92691497,114.2861243,543.240806
FALSE,0.24,-271.963925,556.0453566,-15.33129143,-481.1912621,-435.7923416,280.817322,123.1676563,-194.8090645,111.7240738,-316.4712578
TRUE,0.279,29.43804738,711.6332324,-312.4857094,-165.1318805,-48.7189622,73.47475226,619.0102944,-73.53699322,40.90191387,-111.1130155
FALSE,0.237,-883.3219106,256.7862019,-253.2733942,-451.1737124,163.762226,15.29790695,-55.31707671,185.9193883,159.0358062,-5.80886404
FALSE,0.25,123.4458796,796.9122334,84.24217004,-191.0208896,138.2174149,287.7277501,-163.7776053,-766.5253723,119.7995579,-209.7985188
TRUE,0.245,-16.74231504,1041.62347,111.7854235,-662.2973136,-235.6126398,171.5007784,165.9259596,374.2250583,45.11992291,-66.49075298
FALSE,0.281,-859.8489404,-70.97858762,-171.9528273,-379.8026345,-186.854149,87.72168495,-68.94946139,303.0797914,131.6626912,-258.6103493
FALSE,0.242,-316.6755356,395.8107795,-740.988928,-148.320914,-126.5686734,121.1839972,235.954713,-239.296838,-102.0782188,-442.2186232
FALSE,0.228,-629.2528551,-47.90094023,-708.2877422,163.5295859,-156.4139964,222.4917495,63.88389602,-547.5202759,210.6311198,27.29552575
FALSE,0.243,-941.0424193,-340.8805268,523.5447833,464.5928468,106.1735236,-604.1629443,-379.5483629,-364.0778035,571.1350998,170.0125247
FALSE,0.202,-65.82572708,-90.16996951,18.47141509,-798.3793878,-452.8925877,124.3996878,-50.21994791,-187.4643177,335.6780385,365.3233691
TRUE,0.298,213.9029489,185.490689,245.136973,99.23457347,35.01413339,-256.2781547,36.38125194,-305.052016,940.7217877,316.2080999
FALSE,0.232,53.68096176,-1309.800422,767.2061342,-118.8303567,79.54165985,-27.91490259,193.3746733,-3.95579187,-63.93040061,131.9992017
FALSE,0.207,-231.5148858,-802.0847066,-291.1298729,-83.51275547,178.0506146,27.64968013,-208.954307,-103.8217329,-168.4844382,362.8240218
FALSE,0.266,75.14924241,-24.25765194,-392.7131949,-269.4890894,-309.2822545,16.23757091,-204.6509031,-301.8833374,47.14913179,-754.5288925
FALSE,0.25,-384.5640964,782.3536114,-77.61049815,378.5341367,-97.24115953,-80.36167981,88.789877,-106.9714524,-293.5344443,527.5998374
FALSE,0.213,-147.6002597,1002.804615,215.0601801,23.11788098,-405.7698769,-226.5475109,-74.43480364,-330.2941544,-294.6396262,79.52169545
FALSE,0.247,28.31972112,544.7493983,-535.711907,261.4283425,-414.0055531,-377.0548028,249.0728467,-142.1834182,202.4158427,-438.7665383
FALSE,0.206,157.3517173,586.0671835,794.8260252,530.5987312,-328.7688434,239.2914771,-384.5332576,-162.7125929,-821.2688241,22.85895457
TRUE,0.252,-626.0006079,-674.4433507,-236.2563446,840.1210686,-383.6258408,-70.43518263,-764.328223,-220.9011668,-321.3468554,313.8172767
FALSE,0.206,1090.534834,636.0928655,1091.217203,201.9846929,-635.0723881,3.149395023,-171.8967555,-51.91990505,-204.1596031,-51.90074245
FALSE,0.265,387.4496784,582.1880292,-331.8301703,-124.3417362,-13.64917503,250.9831366,-439.8908372,-60.56253792,-321.4886183,-333.6711681
FALSE,0.222,-139.829083,213.7098819,-471.6240768,-53.48466169,-59.53046265,-377.1360362,-241.4202916,177.3014381,-676.4109209,17.71899196
TRUE,0.343,148.6976013,-131.6279802,258.3997669,-93.78109782,292.5988372,-714.6038549,283.4742489,-657.8939211,713.3150168,-268.0391471
TRUE,0.398,835.2366709,-394.8877228,150.4345207,-102.4445528,-408.6578254,-185.1873638,60.17050696,-55.54764921,308.9682086,43.36003644
FALSE,0.333,335.5429931,900.7304598,-423.5925336,110.7832291,-57.25006774,292.4499449,200.7957857,-54.7981397,-253.5121774,-328.1285549
FALSE,0.381,-734.876852,450.3744676,-261.2062492,350.6578599,-164.4145414,-130.8904811,-55.12483611,10.69761171,-394.4662796,365.2989142
TRUE,0.393,8.875980458,46.11533096,-1052.515077,691.5923846,88.49135199,128.2847167,153.8527548,356.6377331,476.2402562,-682.2730651
FALSE,0.311,265.8775253,281.6650103,114.4197285,-885.703383,-239.2973919,-638.1208687,-310.1325575,365.9026724,200.4548864,-192.9050127
TRUE,0.358,-868.8596801,-311.8992237,291.5095634,553.958727,54.02356373,576.5362605,439.1013577,111.1679346,355.4083901,316.46931
TRUE,0.343,670.5924494,-370.9097373,73.36936297,-1309.624101,171.6160308,-24.13089976,30.29686419,353.0416499,293.555578,739.9134531
FALSE,0.345,-420.1292664,-595.688083,-340.2764073,-230.7159253,469.6957862,-441.5351353,23.25333516,-452.57704,-14.7308161,-107.8541954
FALSE,0.367,-112.2664891,-45.10167457,-946.0730473,-316.8470973,-309.5925408,-270.2044968,62.490888,305.4080375,-316.6877503,-380.1117446
FALSE,0.319,230.8883967,-379.4079565,53.44502522,38.51229792,-137.8752842,497.8015922,124.7405574,-43.99893014,-292.2597173,-482.6082754
FALSE,0.383,-127.1656454,167.9597316,-338.2033845,-292.8318266,123.0066941,376.7460848,354.2843748,-280.8150084,-313.5277256,-263.8732998
TRUE,0.318,974.0527515,95.0682247,-540.6359525,253.4408496,-232.8347583,634.3522343,133.9633204,130.9508987,688.7618073,-88.17132224
TRUE,0.351,-98.71608627,1158.126209,77.93017588,-175.9556302,-26.27302797,-491.0985673,105.2975362,-124.9256011,5.66997673,-0.220168247
FALSE,0.349,562.1446011,481.2913577,41.34914165,-286.6887256,-571.8344146,-227.3025245,25.7775168,-551.4451435,357.4279908,-267.9714962
TRUE,0.338,-345.0991623,403.3811848,437.7280658,375.7654587,-640.5029529,-154.3821631,203.9862697,623.6469484,38.60231285,152.7552714
TRUE,0.307,-1016.828294,182.929789,-236.3477897,8.308703893,144.3715746,513.4622328,155.224041,-142.4269657,183.9446969,295.8289879
TRUE,0.303,1052.812256,186.5206427,-813.3915394,-187.2662363,-424.7172764,92.99066638,221.5733517,450.125283,248.9937728,-335.559281
FALSE,0.365,1147.074676,552.8057104,-337.1116687,-278.5886789,2.426123049,758.3585165,-290.0011647,-408.8418165,7.159222986,-82.31764753
TRUE,0.357,-559.1307256,249.569951,284.5196117,-360.1214998,-476.7748555,328.4782698,351.76645,-263.2833114,58.51720091,-1.837846028
TRUE,0.37,-526.3275833,-775.7791957,-459.6286432,-286.9838252,-32.67353869,4.91774866,-11.02875705,-183.0653075,-105.9779312,138.8541008
FALSE,0.311,266.3596827,-197.7317088,-400.5036451,604.9910326,-489.8239798,-549.4681811,-266.6693831,279.3255211,-574.7664533,74.81493904
FALSE,0.392,-293.4278383,-235.3345231,538.1513651,-153.442552,246.4718739,-801.8969233,-316.9825435,1.95701639,389.6270239,-640.7141741
TRUE,0.306,-266.5498995,-828.0058927,851.9228308,-129.2666114,-423.2087028,468.8775028,15.50141717,435.3537574,-126.6427408,-159.0452076
TRUE,0.305,-403.5763702,-829.2213156,535.0625154,346.0774554,-595.6059345,-442.3438639,3.200089429,-156.0085055,-141.9691372,-0.767081471
TRUE,0.374,-334.6339345,1161.727456,62.8613561,-546.8690141,11.45943035,-1.700878372,-72.93573104,251.7885922,-126.8530581,37.8398006
FALSE,0.302,-926.3631637,565.2143165,27.83551271,-24.26864559,-25.23876051,274.868967,150.6126784,257.3574225,120.5648694,219.9997543
FALSE,0.362,149.0226686,-158.1740915,258.9142592,-740.9706694,-555.2460981,310.956845,-25.36302339,-325.347579,268.9928249,234.226706
FALSE,0.303,-446.254695,1060.207872,465.0411399,169.8143996,157.5618149,130.3215006,150.5137452,-107.5866472,88.45592696,352.3601121
FALSE,0.337,161.5725405,-1185.961537,-371.9650167,-654.0303599,19.30704165,-31.35469108,257.0384532,-208.653042,-354.8570019,579.7769127
FALSE,0.315,-324.9823497,272.6431515,-758.0160792,294.7263355,164.5118112,-70.72200438,-616.0688148,-180.4612759,-140.2415267,-329.1345037
FALSE,0.347,132.4654939,-295.4863889,-12.57379679,-545.3262913,-1103.030627,-354.8996502,-271.6899847,-220.4485212,413.9306037,-194.1726261
FALSE,0.317,305.5631883,380.5628908,-413.4588412,312.7414332,-213.7925648,-554.826342,-411.0470955,-361.5013215,-558.625192,-92.60332861
FALSE,0.306,-182.8158701,7.514307335,-163.0090882,-103.397089,1142.561997,-234.5159569,-51.51467299,442.4228014,-450.4054345,-143.2203693
TRUE,0.337,704.6701139,-617.3767903,-469.9407515,1315.7826,523.1431143,163.0424257,54.71895763,10.23177575,66.75475779,244.1926472
TRUE,0.348,298.5597029,126.6895934,-810.6762192,511.2619308,-376.8097744,-345.3427091,-131.0709812,72.33512203,400.4207012,-921.9066957
FALSE,0.35,-330.591197,396.4255614,71.64547644,21.87398769,977.3147154,-669.0323599,77.55010595,166.5099923,336.9497867,37.02877856
TRUE,0.394,-579.7350117,-424.0958383,198.9345018,-431.7617106,366.1169152,-636.8980947,-411.6528495,357.5669256,471.9278901,-667.7693762
FALSE,0.375,-605.1583842,-382.888868,238.6789302,-551.9245426,462.6931048,-317.5857274,-87.12575805,-138.6519501,25.11275454,-200.1064958
TRUE,0.329,-419.0508635,399.82043,649.4705424,979.4461728,193.4875631,474.7910688,470.7893696,152.1478548,-201.1860725,-191.7984359
FALSE,0.37,362.6115257,885.1560539,-104.1434563,-185.1697059,-521.2637801,-170.1495323,105.4833747,393.7380141,115.714645,111.8455162
TRUE,0.354,143.219557,1076.090822,-33.51562682,-122.8565941,113.3021671,88.62361531,179.8872544,-50.28364274,-299.5560828,-0.116523374
TRUE,0.482,-414.1051792,192.560333,645.4925545,-132.1229436,439.0428555,403.0669032,263.7227207,-481.8133856,-653.7471179,-311.754792
FALSE,0.458,361.6131494,835.2775883,463.576291,-378.3299155,-322.6366351,-90.64335264,-115.0372262,-687.0302524,385.5072924,41.83961559
TRUE,0.428,-582.9999687,956.5895961,354.2083029,416.7276982,-309.6133948,349.6741509,195.7620862,513.3760589,190.353099,14.04616365
TRUE,0.403,492.3107296,-796.3669754,-703.076485,-93.62317712,111.1503178,-32.9003929,627.9235647,-559.2785751,-153.434808,122.8413335
