is_nine,pred_prob,f_1
FALSE,0.237,256.19089
FALSE,0.24,-718.0919912
FALSE,0.215,-107.2010843
TRUE,0.203,339.6216796
FALSE,0.27,-786.8781267
TRUE,0.237,650.6299009
FALSE,0.312,-629.3887289
FALSE,0.334,794.8467957
FALSE,0.318,-786.0353578
FALSE,0.322,-672.4064928
FALSE,0.348,-596.4011375
FALSE,0.383,264.9391147
FALSE,0.35,469.4866598
FALSE,0.36,-999.8585822
TRUE,0.365,-471.7593856
FALSE,0.317,-642.7249696
FALSE,0.356,-64.86481183
FALSE,0.373,-331.3629235
TRUE,0.363,-574.8479351
TRUE,0.308,-423.7209994
TRUE,0.344,755.3263597
FALSE,0.363,738.2748898
FALSE,0.342,-911.992139
TRUE,0.325,-60.34266186
FALSE,0.35,506.9068478
TRUE,0.351,-567.8908534
FALSE,0.316,-251.3758214
FALSE,0.388,-756.5564755
TRUE,0.384,-518.3801839
TRUE,0.337,-16.49015992
TRUE,0.307,129.0832727
FALSE,0.32,-1030.501549
FALSE,0.314,-892.6412765
FALSE,0.371,-418.5235888
FALSE,0.36,734.2721051
FALSE,0.352,-590.8395523
FALSE,0.364,-465.4219503
FALSE,0.381,-905.9267332
TRUE,0.35,10.75666083
FALSE,0.398,-167.8713516
FALSE,0.36,591.8714181
FALSE,0.339,-379.0342674
TRUE,0.38,-880.3335095
FALSE,0.393,226.2745564
TRUE,0.318,709.7874567
FALSE,0.305,-562.4989771
FALSE,0.328,617.4987269
TRUE,0.335,-599.3811802
FALSE,0.464,409.425905
FALSE,0.406,930.1629842
FALSE,0.428,-248.5713128
TRUE,0.483,259.4891214
TRUE,0.489,-239.635334
FALSE,0.455,-146.071646
FALSE,0.493,-670.2787189
FALSE,0.404,-676.5008377
TRUE,0.445,-355.9525743
FALSE,0.474,-921.6634192
FALSE,0.496,838.4572332
FALSE,0.48,567.3036413
TRUE,0.487,342.3607488
FALSE,0.455,-399.7167857
FALSE,0.452,-715.8237705
TRUE,0.404,-821.4849799
TRUE,0.418,-792.3734591
TRUE,0.489,-156.2473997
FALSE,0.457,70.58527989
FALSE,0.477,777.0751823
FALSE,0.451,161.0855938
FALSE,0.459,641.7483658
FALSE,0.481,-604.4000279
FALSE,0.47,52.91828395
FALSE,0.41,234.1046009
TRUE,0.432,-66.89059495
FALSE,0.461,-629.2252245
FALSE,0.471,652.6294248
FALSE,0.413,-61.70280789
FALSE,0.443,738.6764397
TRUE,0.412,691.6185346
FALSE,0.5,-563.4655612
FALSE,0.523,-257.782524
FALSE,0.582,-523.6879489
TRUE,0.531,549.8686688
FALSE,0.544,212.7527691
FALSE,0.525,1024.589326
FALSE,0.524,-1006.130608
TRUE,0.521,963.7452676
TRUE,0.568,535.6763771
TRUE,0.541,-449.8634072
TRUE,0.571,-764.6918407
FALSE,0.518,-830.1953003
TRUE,0.527,-739.7428466
TRUE,0.572,788.2554409
TRUE,0.533,-688.8022062
FALSE,0.579,-55.01859724
TRUE,0.551,-118.6329494
FALSE,0.535,-658.349389
TRUE,0.561,-278.4670267
TRUE,0.504,856.9473202
TRUE,0.514,-611.639731
TRUE,0.589,521.4507025
FALSE,0.535,1322.009046
FALSE,0.546,167.3554615
FALSE,0.56,495.7137936
TRUE,0.594,-873.3604917
FALSE,0.531,772.5692188
TRUE,0.571,-141.387913
FALSE,0.54,-529.2935393
TRUE,0.519,-559.4029229
TRUE,0.57,531.0309694
TRUE,0.574,154.3318803
FALSE,0.552,-440.5621171
TRUE,0.59,1370.736993
TRUE,0.599,610.3819426
TRUE,0.673,-450.2899966
TRUE,0.635,-794.2631602
FALSE,0.616,39.8754293
TRUE,0.602,545.2990928
FALSE,0.617,2.142389082
TRUE,0.636,-603.3362455
FALSE,0.691,-161.1446042
TRUE,0.617,1438.128901
TRUE,0.662,-11.11776
FALSE,0.675,-835.461858
TRUE,0.648,-957.696058
FALSE,0.615,163.7124874
TRUE,0.61,1022.623733
TRUE,0.672,1301.987235
TRUE,0.63,-282.808005
TRUE,0.611,204.1478805
FALSE,0.644,246.2355622
FALSE,0.628,625.5224255
TRUE,0.675,-731.4141359
TRUE,0.634,575.9110115
TRUE,0.628,-764.045488
FALSE,0.639,917.8842914
TRUE,0.67,-750.7152927
TRUE,0.658,-421.2970567
TRUE,0.696,931.4461541
TRUE,0.664,644.7825578
FALSE,0.613,-21.93730388
FALSE,0.666,576.5257741
FALSE,0.662,-778.8494324
TRUE,0.678,-556.425911
TRUE,0.667,-236.5728955
TRUE,0.699,-879.8975895
FALSE,0.613,-247.7173264
TRUE,0.637,-29.70570792
FALSE,0.683,-727.6589482
TRUE,0.667,-584.7516096
TRUE,0.692,-676.1935823
TRUE,0.627,-292.2954396
TRUE,0.7,-77.59788295
TRUE,0.638,-858.3189743
TRUE,0.653,953.6693495
TRUE,0.659,-614.8584414
TRUE,0.626,700.6512838
FALSE,0.639,-91.75514097
TRUE,0.674,-976.8419754
TRUE,0.671,220.8715545
FALSE,0.748,1088.269148
FALSE,0.719,1052.365432
FALSE,0.793,276.889827
TRUE,0.71,264.7376329
TRUE,0.712,142.7012712
FALSE,0.789,352.2276433
FALSE,0.734,137.3366479
TRUE,0.769,-483.8945361
TRUE,0.743,-823.4300595
TRUE,0.734,-957.5610264
FALSE,0.763,-645.2884088
TRUE,0.784,-561.8875017
TRUE,0.786,-890.0784153
TRUE,0.786,-702.275102
TRUE,0.713,-475.9674883
FALSE,0.718,397.1895936
TRUE,0.753,-680.3316454
TRUE,0.759,165.5504288
TRUE,0.717,-407.9738509
TRUE,0.714,-772.736389
TRUE,0.758,-1.61309247
FALSE,0.796,459.3553716
TRUE,0.782,-777.4616407
TRUE,0.76,655.4935803
TRUE,0.764,-344.7459739
TRUE,0.746,142.2026307
FALSE,0.723,-587.4015061
TRUE,0.743,712.2315698
FALSE,0.744,271.154326
TRUE,0.703,-844.039205
TRUE,0.709,1088.190162
FALSE,0.788,-919.4650541
TRUE,0.784,-450.607094
TRUE,0.712,-362.0792033
FALSE,0.724,-664.3271513
TRUE,0.797,-446.2804306
TRUE,0.773,-948.2793417
FALSE,0.717,735.1848532
TRUE,0.786,-687.6784696
FALSE,0.743,218.0268071
TRUE,0.786,1581.955556
TRUE,0.742,954.0048003
TRUE,0.743,-736.6081056
TRUE,0.797,-692.1866076
TRUE,0.886,777.3984074
TRUE,0.854,-748.315471
TRUE,0.804,725.5501225
TRUE,0.819,42.98311019
TRUE,0.886,-236.2334353
TRUE,0.892,-1063.128225
FALSE,0.891,-75.34038472
TRUE,0.877,564.5557385
TRUE,0.831,-187.1094378
TRUE,0.842,978.8157694
TRUE,0.87,442.0734779
TRUE,0.808,-171.4503804
TRUE,0.866,-621.1595346
FALSE,0.833,83.66206534
TRUE,0.858,-158.0706684
TRUE,0.884,-345.1364514
TRUE,0.884,1331.96334
TRUE,0.89,285.4215485
TRUE,0.811,-247.7245478
TRUE,0.883,-496.436056
TRUE,0.879,277.0968411
TRUE,0.884,763.5080904
TRUE,0.863,184.0012525
TRUE,0.832,-840.5391183
TRUE,0.802,-397.9622875
TRUE,0.894,133.8844673
TRUE,0.83,310.4954476
TRUE,0.892,-273.9890443
TRUE,0.857,64.43251335
TRUE,0.878,-205.5963262
TRUE,0.869,355.2019032
TRUE,0.806,-641.2828363
TRUE,0.812,898.2119986
TRUE,0.886,136.9738379
TRUE,0.881,-922.2718335
TRUE,0.889,-859.9093647
TRUE,0.805,104.3763197
TRUE,0.811,157.6908869
TRUE,0.831,194.9833033
TRUE,0.898,369.7186789
TRUE,0.84,-525.303538
TRUE,0.894,-479.474726
TRUE,0.849,-754.3926366
TRUE,0.859,-399.1865179
TRUE,0.859,-396.1611406
TRUE,0.861,-518.6655915
TRUE,0.824,-668.6678221
TRUE,0.855,-691.2468633
TRUE,0.846,-941.5995524
TRUE,0.892,-598.961254
TRUE,0.996,311.5633576
TRUE,0.987,-391.4770453
TRUE,0.999,-193.6705014
TRUE,0.999,840.2034954
TRUE,0.935,-882.0836206
TRUE,0.997,816.5659389
TRUE,0.958,-122.1425231
TRUE,0.999,-812.0512541
TRUE,0.996,-1018.34456
TRUE,0.919,-769.0294497
TRUE,1,1283.47591
TRUE,0.999,743.8168819
TRUE,1,293.9049687
TRUE,1,291.645043
TRUE,0.981,-509.177302
TRUE,0.955,378.1564351
FALSE,1,935.2867838
TRUE,0.999,133.2429496
TRUE,0.964,620.2346798
TRUE,0.999,-137.1748397
TRUE,0.997,674.4215146
TRUE,0.998,1277.640795
TRUE,0.997,298.9774621
TRUE,0.984,682.6606699
TRUE,1,581.1410189
TRUE,0.935,144.8742445
TRUE,0.928,310.9666103
TRUE,0.973,1291.758435
TRUE,0.999,-394.8900439
TRUE,0.996,991.9093096
TRUE,0.997,695.0807176
TRUE,1,479.522846
TRUE,0.992,1038.424649
TRUE,0.931,-239.8413508
TRUE,0.968,442.0116218
TRUE,0.997,452.5032601
TRUE,0.993,-657.8437056
TRUE,0.995,25.59317081
TRUE,0.998,1031.187175
TRUE,0.992,-305.2438266
TRUE,1,684.2643463
TRUE,0.98,528.9469083
TRUE,0.953,-288.2747821
TRUE,1,888.8950936
TRUE,0.999,1533.3157
TRUE,0.989,-229.8203957
TRUE,0.976,94.9143565
TRUE,0.996,-317.3140004
TRUE,0.99,-402.5858988
TRUE,0.995,460.8325794
